,count
0,127045
1,68559
2,40310
3,25463
4,24794
5,81443
6,305866
7,655492
8,1160044
9,899911
10,623803
11,652485
12,746027
13,789910
14,818111
15,857005
16,1002285
17,1387575
18,1327791
19,919034
20,616487
21,429780
22,318553
23,215466
