,count
0,144213
1,79437
2,44893
3,27405
4,27878
5,102584
6,367112
7,770405
8,1347287
9,1050972
10,744198
11,778065
12,896753
13,936103
14,967541
15,1016323
16,1179366
17,1641747
18,1575790
19,1089493
20,731547
21,510735
22,382026
23,247712
