,count
0,432002
1,268433
2,174894
3,112412
4,97287
5,208698
6,591992
7,1197019
8,1777471
9,1518777
10,1380496
11,1518288
12,1717159
13,1827286
14,1971979
15,2139773
16,2351096
17,2780284
18,2652790
19,2022508
20,1425040
21,1053413
22,867759
23,647435
