year,month,trip_count,crash_count,percentage
2013.0,6.0,577702,25,0.004327490643965228
2013.0,7.0,843417,34,0.0040312206180335465
2013.0,8.0,1001958,29,0.0028943328961892616
2013.0,9.0,1034359,47,0.0045438769324770215
2013.0,10.0,1037712,43,0.004143731594122454
2013.0,11.0,675774,16,0.0023676554587776385
2013.0,12.0,443966,8,0.0018019397881819778
