year,month,trip_count,crash_count,percentage
2024,12,209,0,0.0
2025,1,2175152,10,0.0004597379861269466
2025,2,2076651,29,0.0013964792350760914
2025,3,3241252,92,0.002838409355397235
2025,4,3806594,133,0.0034939370996749323
2025,5,4419129,167,0.003779025233252978
2025,6,4856367,188,0.003871206603619537
2025,7,5095276,178,0.003493431955403397
2025,8,5230630,169,0.003230968353716474
2025,9,5402571,192,0.003553863521645528
