,count
0,509187
1,306895
2,197143
3,128673
4,122712
5,269341
6,732241
7,1482801
8,2274641
9,1895952
10,1598183
11,1717006
12,1914646
13,2017656
14,2170303
15,2355727
16,2659445
17,3378620
18,3182657
19,2431953
20,1749209
21,1328209
22,1084525
23,796106
