,count
18,8
19,17
20,26
21,53
22,9
23,123
24,90
25,342
26,230
27,417
28,259
29,437
30,602
31,556
32,501
33,503
34,547
35,512
36,374
37,357
38,333
39,229
40,357
41,336
42,227
43,176
44,213
45,131
46,181
47,99
48,107
49,57
50,56
51,224
52,1240
53,159
54,166
55,128
56,49
57,168
58,76
59,113
60,41
61,192
62,168
63,131
64,41
65,87
66,6
67,36
68,60
69,10
70,17
71,10
72,35
75,2
