,count
0,95588
1,53978
2,31458
3,19492
4,18066
5,54242
6,215144
7,450207
8,802685
9,644603
10,444622
11,465926
12,539531
13,564674
14,582761
15,611371
16,709155
17,974617
18,931724
19,651713
20,432091
21,305763
22,232516
23,158924
