ride_id,bike_type,starttime,stoptime,start station name,start_station_id,end station name,end_station_id,start station latitude,start station longitude,end station latitude,end station longitude,usertype,tripduration,bike_id,birth year,gender,crash_match_type,matched_crash_id,dist_to_crash_start_m,dist_to_crash_end_m,CRASH_LATITUDE,CRASH_LONGITUDE,CRASH_DATETIME
7FDE5BD5C21FE78A,classic_bike,2020-04-06 18:08:04.986,2020-04-06 18:20:37.182,Flushing Ave & Vanderbilt Ave,4762.05,Kosciuszko St & Nostrand Ave,4519.04,40.69795,-73.970776,40.690725,-73.951335,member,,,,,end,4307958,1843.969574550577,71.04594065012661,40.6901,-73.95151,2020-04-06 18:20:00
8717A475F279660C,classic_bike,2020-04-12 17:53:49.473,2020-04-12 18:44:26.603,Center Blvd & 48 Ave,6254.06,Center Blvd & 51 Ave,6179.07,40.745038,-73.957539,40.743366,-73.959607,casual,,,,,end,4309477,258.72534160337307,99.51376559558996,40.742863,-73.95863,2020-04-12 18:45:00
E923D793D33558DA,classic_bike,2020-04-23 17:59:31.477,2020-04-23 18:05:43.027,E 118 St & 3 Ave,7611.02,Lenox Ave & W 111 St,7602.05,40.799139,-73.938915,40.798786,-73.9523,casual,,,,,start,4310600,77.0313839540151,1075.0717640569358,40.798626,-73.93953,2020-04-23 18:05:00
F00488EBDC37E066,classic_bike,2020-04-25 13:04:45.293,2020-04-25 14:29:49.669,1 Ave & E 110 St,7522.02,E 106 St & 1 Ave,7456.03,40.792327,-73.9383,40.789253,-73.939562,member,,,,,start,4313834,71.4087517063522,424.30745891744886,40.792812,-73.937744,2020-04-25 14:30:00
971A7C8576F46526,classic_bike,2020-04-25 13:05:04.927,2020-04-25 14:29:37.621,1 Ave & E 110 St,7522.02,E 106 St & 1 Ave,7456.03,40.792327,-73.9383,40.789253,-73.939562,member,,,,,start,4313834,71.4087517063522,424.30745891744886,40.792812,-73.937744,2020-04-25 14:30:00
BD367CD4E5A2819F,classic_bike,2020-04-25 14:29:54.545,2020-04-25 14:36:14.810,2 Ave & E 96 St,7338.02,1 Ave & E 110 St,7522.02,40.783964,-73.947167,40.792327,-73.9383,member,,,,,end,4313834,1263.8480951577478,71.4087517063522,40.792812,-73.937744,2020-04-25 14:30:00
49F4F7B91FCB29B1,classic_bike,2020-04-28 13:11:44.251,2020-04-28 13:39:14.769,E 102 St & Park Ave,7488.24,Broadway & W 60 St,6948.11,40.790483,-73.950331,40.769155,-73.981918,casual,,,,,start,4311067,48.471112031914636,3589.937566486517,40.790367,-73.949776,2020-04-28 13:40:00
4F86B5BBAD2F2CDE,classic_bike,2020-05-02 13:36:06.309,2020-05-02 17:05:41.860,E 33 St & 1 Ave,6197.08,Central Park West & W 68 St,7079.06,40.743227,-73.974498,40.773407,-73.977825,member,,,,,start,4311357,43.054761646418456,3386.300866213501,40.74309,-73.97402,2020-05-02 17:05:00
F594AD47A8FD0E08,classic_bike,2020-05-02 16:34:07.811,2020-05-02 17:04:12.187,E 33 St & 1 Ave,6197.08,E 33 St & 1 Ave,6197.08,40.743227,-73.974498,40.743227,-73.974498,member,,,,,both,4311357,43.054761646418456,43.054761646418456,40.74309,-73.97402,2020-05-02 17:05:00
62F6E444FC1DE3FC,classic_bike,2020-05-02 16:37:30.561,2020-05-02 17:04:18.075,E 33 St & 1 Ave,6197.08,Central Park West & W 85 St (old),7354.02,40.743227,-73.974498,40.784727,-73.969617,member,,,,,start,4311357,43.054761646418456,4644.655988952902,40.74309,-73.97402,2020-05-02 17:05:00
