ride_id,bike_type,starttime,stoptime,start station name,start_station_id,end station name,end_station_id,start station latitude,start station longitude,end station latitude,end station longitude,usertype,crash_match_type,matched_crash_id,dist_to_crash_start_m,dist_to_crash_end_m,CRASH_LATITUDE,CRASH_LONGITUDE,CRASH_DATETIME
FBA683E97E2C9F47,classic_bike,2022-01-01 20:08:24.726,2022-01-01 20:19:21.936,Lenox Ave & W 117 St,7655.22,Lenox Ave & W 146 St,7910.10,40.8025566,-73.9490782,40.821111,-73.935971,member,start,4491446,80.43173620336553,2415.2633114143773,40.802074,-73.94979,2022-01-01 20:08:00
135FF0CE27C99118,classic_bike,2022-01-03 17:04:08.400,2022-01-03 17:30:46.758,E 27 St & 1 Ave,6004.06,Little West St & 1 Pl,5001.08,40.739445,-73.976806,40.70569254,-74.01677685,member,start,4501911,78.08586731955995,4969.4763609452275,40.738796,-73.97716,2022-01-03 17:30:00
B62C51514D97A4C9,classic_bike,2022-01-03 17:04:54.619,2022-01-03 17:30:15.799,E 27 St & 1 Ave,6004.06,Pearl St & Peck Slip,5096.11,40.739445,-73.976806,40.708485,-74.002751,member,start,4501911,78.08586731955995,4001.330561832336,40.738796,-73.97716,2022-01-03 17:30:00
B2EAE392AE97B75A,classic_bike,2022-01-03 17:27:23.343,2022-01-03 17:29:16.584,E 27 St & 1 Ave,6004.06,E 33 St & 1 Ave,6197.08,40.739445,-73.976806,40.74322681432173,-73.97449783980846,member,start,4501911,78.08586731955995,541.3331617975342,40.738796,-73.97716,2022-01-03 17:30:00
10D19A21ADB38CCD,classic_bike,2022-01-03 17:29:20.202,2022-01-03 17:35:05.944,E 20 St & Park Ave,6055.08,E 25 St & 1 Ave,6004.07,40.73827428,-73.98751968,40.7381765,-73.97738662,member,end,4501911,874.749778947526,71.48246153709839,40.738796,-73.97716,2022-01-03 17:30:00
AA4B550030780BA0,electric_bike,2022-01-03 17:30:07.080,2022-01-03 17:42:20.704,W 31 St & 7 Ave,6331.01,E 25 St & 1 Ave,6004.07,40.749156,-73.9916,40.7381765,-73.97738662,member,end,4501911,1675.390028681074,71.48246153709839,40.738796,-73.97716,2022-01-03 17:30:00
C94AAA24E3CA7438,classic_bike,2022-01-06 10:26:21.058,2022-01-06 10:34:52.203,Lefferts Pl & Franklin Ave,4222.02,Lafayette Ave & St James Pl,4494.04,40.680342423,-73.9557689392,40.68851534,-73.9647628,member,start,4492744,88.74609155585078,1122.9204244293203,40.681137,-73.95567,2022-01-06 10:35:00
4C0D122DF121640C,electric_bike,2022-01-06 13:47:54.905,2022-01-06 14:07:25.126,Fairview Ave & Linden St,5066.03,N 6 St & Bedford Ave,5379.10,40.70694,-73.90632,40.71745169,-73.95850939,member,end,4492588,4499.236974855328,78.24198959364624,40.717834,-73.95773,2022-01-06 14:07:00
3033EA30B352F2A9,electric_bike,2022-01-06 14:04:36.378,2022-01-06 14:07:17.776,N 12 St & Bedford Ave,5450.04,N 6 St & Bedford Ave,5379.10,40.72079821,-73.95484712,40.71745169,-73.95850939,casual,end,4492588,409.47371791462996,78.24198959364624,40.717834,-73.95773,2022-01-06 14:07:00
C452E78E276A3220,classic_bike,2022-01-06 14:07:11.359,2022-01-06 14:09:16.735,N 6 St & Bedford Ave,5379.1,Kent Ave & N 7 St,5489.03,40.71745169,-73.95850939,40.72036775298455,-73.96165072917938,member,start,4492588,78.24198959364624,434.2339863666618,40.717834,-73.95773,2022-01-06 14:07:00
A5B884BD2810E3F1,classic_bike,2022-01-06 20:14:35.787,2022-01-06 20:16:58.963,1 Ave & E 18 St,5854.09,1 Ave & E 16 St,5779.08,40.73381219196632,-73.98054420948029,40.73221853,-73.98165557,member,start,4492965,9.60559739693496,193.19808705842973,40.73378,-73.98065,2022-01-06 20:15:00
537448BDC16FB65C,classic_bike,2022-01-06 20:15:45.784,2022-01-06 20:26:03.147,5 Ave & E 29 St,6248.06,1 Ave & E 18 St,5854.09,40.7451677,-73.98683077,40.73381219196632,-73.98054420948029,member,end,4492965,1369.1492829317112,9.60559739693496,40.73378,-73.98065,2022-01-06 20:15:00
244639CF1151E547,electric_bike,2022-01-09 13:38:01.349,2022-01-09 13:54:21.544,Forsyth St & Broome St,5453.05,Murray St & West St,5329.06,40.71893904,-73.99266288,40.7149787,-74.013012,member,end,4493373,1794.7118738852944,42.89403226234957,40.715237,-74.01339,2022-01-09 13:55:00
D08178A953D06CD3,electric_bike,2022-01-09 13:39:42.277,2022-01-09 13:54:26.415,Forsyth St\t& Grand St,5382.07,Murray St & West St,5329.06,40.71779817737835,-73.99316132068634,40.7149787,-74.013012,member,end,4493373,1728.4938410429413,42.89403226234957,40.715237,-74.01339,2022-01-09 13:55:00
7DD11E0B9565BE5A,classic_bike,2022-01-12 20:34:27.957,2022-01-12 20:42:33.585,W 36 St & 9 Ave,6569.07,W 21 St & 6 Ave,6140.05,40.75462324029105,-73.99516761302948,40.74173969,-73.99415556,member,end,4494121,1514.0579698149609,79.14577695703962,40.741028,-73.99417,2022-01-12 20:35:00
BB951233C24E1C76,classic_bike,2022-01-12 20:34:43.544,2022-01-12 20:38:03.597,Broadway & E 21 St,6098.1,W 21 St & 6 Ave,6140.05,40.73988840858996,-73.98958593606949,40.74173969,-73.99415556,member,end,4494121,406.4626256934231,79.14577695703962,40.741028,-73.99417,2022-01-12 20:35:00
7DFBD22753C6D6A5,classic_bike,2022-01-20 17:38:35.374,2022-01-20 17:55:07.880,6 Ave & 9 St,3803.09,Warren St & Court St,4413.08,40.668127,-73.98377641,40.686371,-73.99383324,member,end,4496113,2157.555795449398,69.66825891465723,40.68583,-73.99425,2022-01-20 17:55:00
CA2FB77D38A33FFE,electric_bike,2022-01-20 17:46:48.781,2022-01-20 17:55:08.625,Warren St & Court St,4413.08,Carroll St & 5 Ave,4060.09,40.686371,-73.99383324,40.6751622,-73.9814832,casual,start,4496113,69.66825891465723,1601.8996316128748,40.68583,-73.99425,2022-01-20 17:55:00
B86E747B0981951D,electric_bike,2022-01-22 18:05:29.923,2022-01-22 18:09:32.871,W 41 St & 8 Ave,6602.03,11 Ave & W 41 St,6726.01,40.75640548,-73.9900262,40.76030096,-73.99884222,member,start,4497142,78.61249455331385,836.5253678867531,40.75595,-73.99074,2022-01-22 18:05:00
9FA5BCA31CFF8076,electric_bike,2022-01-26 08:08:38.733,2022-01-26 08:15:51.337,E 76 St & Park Ave,7128.08,W 52 St & 6 Ave,6740.01,40.773763,-73.96222088,40.76132983124814,-73.97982001304626,member,start,4497554,87.55155636964085,2114.3004700921183,40.774323,-73.96149,2022-01-26 08:15:00
A287D0278F2BAFDB,electric_bike,2022-01-27 17:20:31.901,2022-01-27 17:26:49.040,Morningside Ave & W 123 St,7741.01,Lenox Ave & W 126 St,7720.03,40.81,-73.9551508,40.808442,-73.9452087,member,end,4518871,862.8536074999658,31.06332370661014,40.808163,-73.94519,2022-01-27 17:27:00
3A4207A4BE649AE8,electric_bike,2022-02-04 08:13:41.265,2022-02-04 08:21:11.334,Hanson Pl & Ashland Pl,4395.07,Concord St & Bridge St,4781.03,40.68506807308177,-73.97790759801863,40.69766564,-73.98476437,member,end,4500374,1499.8292054687759,25.716248812061462,40.697605,-73.98447,2022-02-04 08:22:00
97466D32A6E5E315,classic_bike,2022-02-04 22:01:40.065,2022-02-04 22:05:15.618,Broadway & W 51 St,6779.04,W 50 St & 9 Ave,6854.05,40.76228826,-73.98336183,40.76360467795863,-73.98917958140373,member,end,4500421,489.09319795003773,23.47234163243629,40.763485,-73.98895,2022-02-04 22:05:00
CB1C726FC22CED1B,electric_bike,2022-02-08 14:26:41.672,2022-02-08 14:28:34.394,36 St & 4 Ave,3420.01,41 St & 4 Ave,3347.03,40.654144,-74.00422,40.651354,-74.007168,member,end,4501382,393.6111984724441,22.78623482150428,40.651512,-74.00734,2022-02-08 14:29:00
659CEE217D06609C,electric_bike,2022-02-08 21:17:41.051,2022-02-08 21:29:08.966,W 33 St & 7 Ave,6407.07,E 5 St & Ave A,5626.06,40.75019995,-73.99093085,40.72479007746337,-73.98430064320564,member,end,4501295,2811.8688540309277,80.87017997746,40.72547,-73.98396,2022-02-08 21:30:00
F57F0E3D47595E49,classic_bike,2022-02-10 15:02:25.665,2022-02-10 15:20:34.946,Park Cir & East Dr,3344.02,Prospect Park West & 8 St,3722.04,40.651566,-73.972212,40.66514681533792,-73.97637605667114,member,end,4502443,1613.485076603625,86.78464674234515,40.665813,-73.97584,2022-02-10 15:03:00
0113DB4F3F482F75,classic_bike,2022-02-11 06:34:25.138,2022-02-11 06:59:05.976,Grand St & Samuel Dickstein Plaza,5335.07,Broadway & W 36 St,6441.01,40.71511871996496,-73.98417055606842,40.75097711,-73.98765428,member,end,4502840,3926.751885732735,74.00669740612919,40.75035,-73.98736,2022-02-11 07:00:00
C0322B63CA7FB714,classic_bike,2022-02-11 06:55:22.647,2022-02-11 07:00:30.016,6 Ave & W 34 St,6364.1,W 42 St & 6 Ave,6517.08,40.74964,-73.98805,40.75492,-73.98455,member,start,4502840,98.03699323540575,560.5836838492417,40.75035,-73.98736,2022-02-11 07:00:00
5DEDD1A44B99C908,classic_bike,2022-02-11 06:59:08.798,2022-02-11 07:06:56.492,6 Ave & W 34 St,6364.1,W 51 St & 6 Ave,6740.10,40.74964,-73.98805,40.7606597,-73.98042047,member,start,4502840,98.03699323540575,1286.8058077634175,40.75035,-73.98736,2022-02-11 07:00:00
16BB6A653AC3241B,classic_bike,2022-02-13 16:10:31.792,2022-02-13 16:13:03.082,Lenox Ave & W 126 St,7720.03,Lenox Ave & W 133 St,7790.04,40.808442,-73.9452087,40.81296,-73.941878,member,start,4502827,84.71726326322678,651.8957835339098,40.808018,-73.946045,2022-02-13 16:13:00
9EC6F0571A180087,electric_bike,2022-02-14 17:35:34.346,2022-02-14 17:54:35.146,Boerum Pl\t& Pacific St,4488.09,Wolcott St & Dwight St,4054.02,40.68848905639242,-73.99116039276123,40.6753274,-74.0100698,member,start,4502716,10.376422676656214,2174.073682718547,40.688572,-73.991104,2022-02-14 17:55:00
4D0D53E5F66DB715,electric_bike,2022-02-16 15:02:28.525,2022-02-16 15:21:52.011,Degraw St & Hoyt St,4258.07,Degraw St & Smith St,4298.05,40.68199044270703,-73.99079024791718,40.6829151,-73.99318208,casual,end,4503758,232.18096875372598,84.00846752412315,40.683544,-73.99263,2022-02-16 15:22:00
EC2F19EB371511A9,classic_bike,2022-02-16 18:20:41.496,2022-02-16 18:25:15.976,Clinton St & Joralemon St,4605.04,Lawrence St & Willoughby St,4596.09,40.69239502,-73.99337909,40.69236178,-73.98631746,member,start,4503609,27.458965675631383,601.792438180091,40.692154,-73.99345,2022-02-16 18:20:00
794E0F81721FEFF6,classic_bike,2022-02-17 20:52:59.065,2022-02-17 20:59:45.896,Cooper Square & Astor Pl,5712.03,E 7 St & Ave B,5584.05,40.72951496224949,-73.99075269699097,40.7251285241158,-73.98131668567657,member,start,4506143,68.6399746629031,877.7858450699622,40.729557,-73.98994,2022-02-17 21:00:00
819F35FFDD58744B,classic_bike,2022-02-17 20:59:25.687,2022-02-17 21:08:00.319,Cooper Square & Astor Pl,5712.03,E 2 St & Avenue B,5515.02,40.72951496224949,-73.99075269699097,40.72217444,-73.98368779,member,start,4506143,68.6399746629031,975.4317728498679,40.729557,-73.98994,2022-02-17 21:00:00
95263697F6369D5B,electric_bike,2022-02-23 08:08:01.100,2022-02-23 08:11:17.326,3 St & 7 Ave,3905.15,6 Ave & 9 St,3803.09,40.6703837,-73.97839676,40.668127,-73.98377641,member,end,4505173,536.891603571813,18.52605858086689,40.66803,-73.983955,2022-02-23 08:11:00
94283919647D7BB0,electric_bike,2022-02-23 08:11:46.657,2022-02-23 08:17:02.083,17 St & 5 Ave,3699.07,6 Ave & 9 St,3803.09,40.663493,-73.991007,40.668127,-73.98377641,member,end,4505173,779.9314471398966,18.52605858086689,40.66803,-73.983955,2022-02-23 08:11:00
34E09E060E9304CD,classic_bike,2022-02-23 21:24:40.769,2022-02-23 21:30:14.510,E 31 St & 3 Ave,6239.08,E 33 St & 5 Ave,6322.01,40.74394314,-73.97966069,40.74765947,-73.98490707,member,start,4507078,85.88204786344666,646.964292821984,40.743206,-73.979965,2022-02-23 21:30:00
D78B72A73B3CFE69,classic_bike,2022-02-23 21:29:54.830,2022-02-23 21:35:59.095,Broadway & W 29 St,6289.06,E 31 St & 3 Ave,6239.08,40.7462009,-73.98855723,40.74394314,-73.97966069,member,end,4507078,796.7769837343532,85.88204786344666,40.743206,-73.979965,2022-02-23 21:30:00
EAF726D182F011C4,classic_bike,2022-02-25 11:42:01.452,2022-02-25 12:10:05.090,11 Ave & W 41 St,6726.01,Broadway & W 51 St,6779.04,40.76030096,-73.99884222,40.76228826,-73.98336183,member,start,4505920,72.74101813180592,1270.3260896070283,40.760822,-73.99832,2022-02-25 12:10:00
04CFF9760034B420,electric_bike,2022-02-25 17:54:28.166,2022-02-25 18:03:12.763,Melrose St & Broadway,4801.04,Grove St & Broadway,4526.01,40.697481,-73.935877,40.69047,-73.923511,casual,end,4505612,1297.1452516949855,14.068825556821649,40.6904,-73.92365,2022-02-25 17:55:00
E0A425F4F5882261,classic_bike,2022-03-01 13:34:22.501,2022-03-01 13:42:06.885,Lexington Ave & E 26 St,6089.08,E 19 St & 3 Ave,5938.01,40.741459,-73.983293,40.73624527,-73.98473765,member,end,4507776,581.7730309672557,22.549790747563442,40.736378,-73.98494,2022-03-01 13:43:00
91E08F16108E9E4A,classic_bike,2022-03-01 21:28:33.040,2022-03-01 21:45:50.770,E 81 St & 2 Ave,7121.05,45 Ave & 21 St,6319.07,40.77477944895728,-73.95427465438843,40.74737075646803,-73.94777297973631,casual,end,4507117,3022.2914338602923,88.89067857828557,40.748108,-73.947365,2022-03-01 21:29:00
