tripduration,starttime,stoptime,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,crash_match_type,matched_crash_id,dist_to_crash_start_m,dist_to_crash_end_m,CRASH_LATITUDE,CRASH_LONGITUDE,CRASH_DATETIME
334,2017-05-25 20:05:43,2017-05-25 20:11:17,,,,,,,,,,,,,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,402.0,Broadway & E 22 St,40.7403432,-73.98955109,19457.0,Subscriber,1996.0,1.0,end,3678390,1080.689897894204,53.36579294847534,40.739864,-73.989586,2017-05-25 20:11:00
321,2017-05-28 10:00:49,2017-05-28 10:06:11,,,,,,,,,,,,,504.0,1 Ave & E 16 St,40.73221853,-73.98165557,229.0,Great Jones St,40.72743423,-73.99379025,25849.0,Subscriber,1982.0,1.0,start,3679279,39.1539706028096,1113.9455009966582,40.73201,-73.98203,2017-05-28 10:00:00
730,2017-05-29 20:18:06,2017-05-29 20:30:17,,,,,,,,,,,,,257.0,Lispenard St & Broadway,40.71939226,-74.00247214,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,15301.0,Subscriber,1986.0,1.0,end,3680510,1910.7102486240735,27.424259168565975,40.729378,-73.98402,2017-05-29 20:30:00
653,2017-05-31 09:29:25,2017-05-31 09:40:18,,,,,,,,,,,,,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,164.0,E 47 St & 2 Ave,40.75323098,-73.97032517,27080.0,Subscriber,1963.0,1.0,start,3683165,96.75994347803199,1474.0115325757222,40.740643,-73.97581,2017-05-31 09:30:00
324,2017-05-31 09:30:29,2017-05-31 09:35:54,,,,,,,,,,,,,545.0,E 23 St & 1 Ave,40.736502,-73.97809472,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,20160.0,Subscriber,1991.0,2.0,end,3683165,499.07471105754144,96.75994347803199,40.740643,-73.97581,2017-05-31 09:30:00
935,2017-05-31 14:39:42,2017-05-31 14:55:18,,,,,,,,,,,,,317.0,E 6 St & Avenue B,40.72453734,-73.98185424,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,20712.0,Subscriber,1982.0,1.0,end,3683255,2191.0014099832247,90.37592497836854,40.74223,-73.9933,2017-05-31 14:55:00
339,2017-05-31 14:55:20,2017-05-31 15:01:00,,,,,,,,,,,,,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,459.0,W 20 St & 11 Ave,40.746745,-74.007756,27892.0,Subscriber,1972.0,1.0,start,3683255,90.37592497836854,1317.2622868941262,40.74223,-73.9933,2017-05-31 14:55:00
321,2017-05-31 15:07:58,2017-05-31 15:13:20,,,,,,,,,,,,,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,388.0,W 26 St & 10 Ave,40.749717753,-74.002950346,18483.0,Subscriber,1981.0,2.0,start,3681680,89.69261262873606,572.6460250841467,40.74658,-73.99756,2017-05-31 15:08:00
240,2017-05-31 15:08:16,2017-05-31 15:12:16,,,,,,,,,,,,,388.0,W 26 St & 10 Ave,40.749717753,-74.002950346,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,20985.0,Subscriber,1962.0,1.0,end,3681680,572.6460250841467,89.69261262873606,40.74658,-73.99756,2017-05-31 15:08:00
231,2017-05-31 16:26:53,2017-05-31 16:30:44,,,,,,,,,,,,,3418.0,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,3354.0,3 St & Prospect Park West,40.668132,-73.97363831,16757.0,Subscriber,1982.0,1.0,start,3682171,24.381158547782153,819.3118599476361,40.675236,-73.97106,2017-05-31 16:30:00
930,2017-06-01 09:14:35,2017-06-01 09:30:05,,,,,,,,,,,,,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,20710.0,Subscriber,1977.0,1.0,start,3683176,96.75994347803199,2037.6563715630068,40.740643,-73.97581,2017-06-01 09:30:00
436,2017-06-01 09:23:24,2017-06-01 09:30:40,,,,,,,,,,,,,486.0,Broadway & W 29 St,40.7462009,-73.98855723,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,26002.0,Subscriber,,0.0,end,3683176,1239.0323274472871,96.75994347803199,40.740643,-73.97581,2017-06-01 09:30:00
1094,2017-06-01 09:29:08,2017-06-01 09:47:23,,,,,,,,,,,,,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,29632.0,Subscriber,1988.0,1.0,start,3683176,96.75994347803199,2346.25114112272,40.740643,-73.97581,2017-06-01 09:30:00
836,2017-06-01 09:29:08,2017-06-01 09:43:04,,,,,,,,,,,,,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,3141.0,1 Ave & E 68 St,40.76500525,-73.95818491,15036.0,Subscriber,1968.0,2.0,start,3683176,96.75994347803199,3089.110620616731,40.740643,-73.97581,2017-06-01 09:30:00
194,2017-06-01 09:30:24,2017-06-01 09:33:39,,,,,,,,,,,,,540.0,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,15427.0,Subscriber,1979.0,1.0,end,3683176,601.0023386452992,96.75994347803199,40.740643,-73.97581,2017-06-01 09:30:00
423,2017-06-01 11:44:28,2017-06-01 11:51:32,,,,,,,,,,,,,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,3372.0,E 74 St & 1 Ave,40.7689738,-73.95482273,28262.0,Subscriber,1977.0,1.0,start,3682335,42.93337157629978,1090.25138406568,40.773136,-73.966545,2017-06-01 11:52:00
779,2017-06-01 11:51:37,2017-06-01 12:04:37,,,,,,,,,,,,,3165.0,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,27748.0,Customer,,0.0,end,3682335,865.5145042936804,42.93337157629978,40.773136,-73.966545,2017-06-01 11:52:00
127,2017-06-02 16:44:59,2017-06-02 16:47:06,,,,,,,,,,,,,3134.0,3 Ave & E 62 St,40.76312584,-73.96526895,3142.0,1 Ave & E 62 St,40.7612274,-73.96094022,18589.0,Subscriber,1967.0,1.0,start,3683895,49.66063741259598,435.5185336005204,40.762802,-73.965675,2017-06-02 16:45:00
731,2017-06-05 07:47:12,2017-06-05 07:59:23,,,,,,,,,,,,,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,228.0,E 48 St & 3 Ave,40.7546011026,-73.971878855,27153.0,Subscriber,1985.0,1.0,end,3690748,1750.5884973609966,85.83581092655554,40.75519,-73.97122,2017-06-05 08:00:00
718,2017-06-05 07:59:05,2017-06-05 08:11:04,,,,,,,,,,,,,487.0,E 20 St & FDR Drive,40.73314259,-73.97573881,228.0,E 48 St & 3 Ave,40.7546011026,-73.971878855,16165.0,Subscriber,1992.0,1.0,end,3690748,2480.944584061221,85.83581092655554,40.75519,-73.97122,2017-06-05 08:00:00
707,2017-06-05 10:27:46,2017-06-05 10:39:33,,,,,,,,,,,,,498.0,Broadway & W 32 St,40.74854862,-73.98808416,3462.0,E 44 St & 2 Ave,40.75118387463277,-73.97138714790344,18154.0,Subscriber,1964.0,1.0,end,3684397,1444.957851392337,12.158332852259507,40.75112,-73.97127,2017-06-05 10:40:00
391,2017-06-05 14:32:59,2017-06-05 14:39:30,,,,,,,,,,,,,3233.0,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,27241.0,Subscriber,1991.0,1.0,start,3685244,6.810024553409714,1007.6134502783599,40.757286,-73.97812,2017-06-05 14:40:00
631,2017-06-06 17:48:59,2017-06-06 17:59:31,,,,,,,,,,,,,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,3168.0,Central Park West & W 85 St,40.78472675,-73.96961715,28510.0,Subscriber,1979.0,1.0,end,3685102,2658.340178663657,22.815909918137802,40.78461,-73.96984,2017-06-06 18:00:00
378,2017-06-08 00:51:53,2017-06-08 00:58:11,,,,,,,,,,,,,305.0,E 58 St & 3 Ave,40.76095756,-73.96724467,519.0,Pershing Square North,40.751873,-73.977706,21250.0,Subscriber,1975.0,2.0,start,3686165,16.790797149888153,1348.59616185291,40.760925,-73.96705,2017-06-08 00:52:00
730,2017-06-08 11:19:46,2017-06-08 11:31:57,,,,,,,,,,,,,195.0,Liberty St & Broadway,40.70905623,-74.01043382,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,19702.0,Subscriber,1974.0,1.0,end,3686953,1761.7962327597015,74.2201658645604,40.721447,-73.997406,2017-06-08 11:20:00
867,2017-06-08 12:20:06,2017-06-08 12:34:33,,,,,,,,,,,,,504.0,1 Ave & E 16 St,40.73221853,-73.98165557,253.0,W 13 St & 5 Ave,40.73543934,-73.99453948,27875.0,Subscriber,1963.0,2.0,end,3687697,1123.4896103039632,85.31948683106317,40.734673,-73.99459,2017-06-08 12:35:00
1588,2017-06-09 18:00:03,2017-06-09 18:26:32,,,,,,,,,,,,,437.0,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,310.0,State St & Smith St,40.68926942,-73.98912867,25021.0,Subscriber,1964.0,1.0,end,3687392,3373.6775661150778,96.40729479451373,40.68987,-73.988304,2017-06-09 18:00:00
263,2017-06-09 23:55:01,2017-06-09 23:59:25,,,,,,,,,,,,,481.0,S 3 St & Bedford Ave,40.71260486,-73.96264403,3082.0,Hope St & Union Ave,40.71167351,-73.95141312,26874.0,Subscriber,1983.0,1.0,end,3687586,951.3470461737223,80.90609174207702,40.7124,-73.95136,2017-06-10 00:00:00
613,2017-06-11 21:01:27,2017-06-11 21:11:40,,,,,,,,,,,,,322.0,Clinton St & Tillary St,40.696192,-73.991218,392.0,Jay St & Tech Pl,40.695065,-73.987167,17831.0,Customer,1987.0,1.0,start,3688037,11.382824225515842,366.08870027949706,40.696293,-73.991196,2017-06-11 21:01:00
603,2017-06-11 21:01:48,2017-06-11 21:11:52,,,,,,,,,,,,,322.0,Clinton St & Tillary St,40.696192,-73.991218,392.0,Jay St & Tech Pl,40.695065,-73.987167,28610.0,Customer,1988.0,1.0,start,3688037,11.382824225515842,366.08870027949706,40.696293,-73.991196,2017-06-11 21:01:00
792,2017-06-12 08:15:31,2017-06-12 08:28:43,,,,,,,,,,,,,423.0,W 54 St & 9 Ave,40.76584941,-73.98690506,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,15495.0,Customer,1991.0,2.0,end,3690274,2244.396258253198,19.211146146555134,40.747204,-73.99711,2017-06-12 08:15:00
1025,2017-06-12 16:32:56,2017-06-12 16:50:02,,,,,,,,,,,,,3164.0,Columbus Ave & W 72 St,40.7770575,-73.97898475,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,15884.0,Subscriber,1984.0,2.0,start,3689363,9.985790471816376,2459.5945189978675,40.777004,-73.97908,2017-06-12 16:50:00
682,2017-06-12 16:38:50,2017-06-12 16:50:12,,,,,,,,,,,,,3152.0,3 Ave & E 71 St,40.76873687,-73.96119945,3164.0,Columbus Ave & W 72 St,40.7770575,-73.97898475,19213.0,Subscriber,1986.0,1.0,end,3689363,1764.132361296367,9.985790471816376,40.777004,-73.97908,2017-06-12 16:50:00
356,2017-06-13 07:38:27,2017-06-13 07:44:24,,,,,,,,,,,,,3462.0,E 44 St & 2 Ave,40.75118387463277,-73.97138714790344,524.0,W 43 St & 6 Ave,40.75527307,-73.98316936,25495.0,Subscriber,1990.0,1.0,end,3689620,1144.5483621291758,82.35774549788681,40.754936,-73.98404,2017-06-13 07:45:00
558,2017-06-13 07:45:44,2017-06-13 07:55:02,,,,,,,,,,,,,524.0,W 43 St & 6 Ave,40.75527307,-73.98316936,455.0,1 Ave & E 44 St,40.75001986,-73.96905301,25495.0,Subscriber,1977.0,1.0,start,3689620,82.35774549788681,1375.6925073272446,40.754936,-73.98404,2017-06-13 07:45:00
263,2017-06-13 07:45:56,2017-06-13 07:50:19,,,,,,,,,,,,,485.0,W 37 St & 5 Ave,40.75038009,-73.98338988,524.0,W 43 St & 6 Ave,40.75527307,-73.98316936,28718.0,Customer,,0.0,end,3689620,509.5460508147823,82.35774549788681,40.754936,-73.98404,2017-06-13 07:45:00
1030,2017-06-14 09:42:02,2017-06-14 09:59:12,,,,,,,,,,,,,128.0,MacDougal St & Prince St,40.72710258,-74.00297088,477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,28701.0,Subscriber,1987.0,1.0,end,3691229,3529.322207379109,93.96793456458947,40.757233,-73.9898,2017-06-14 10:00:00
329,2017-06-14 09:59:28,2017-06-14 10:04:58,,,,,,,,,,,,,519.0,Pershing Square North,40.751873,-73.977706,477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,27252.0,Subscriber,1974.0,1.0,end,3691229,1180.241269793603,93.96793456458947,40.757233,-73.9898,2017-06-14 10:00:00
468,2017-06-14 10:00:38,2017-06-14 10:08:26,,,,,,,,,,,,,477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,517.0,Pershing Square South,40.751581,-73.97791,28701.0,Subscriber,1960.0,1.0,start,3691229,93.96793456458947,1182.3779334770816,40.757233,-73.9898,2017-06-14 10:00:00
964,2017-06-14 10:00:55,2017-06-14 10:17:00,,,,,,,,,,,,,368.0,Carmine St & 6 Ave,40.73038599,-74.00214988,477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,25715.0,Subscriber,1988.0,1.0,end,3691229,3161.3641661492265,93.96793456458947,40.757233,-73.9898,2017-06-14 10:00:00
505,2017-06-15 13:54:04,2017-06-15 14:02:29,,,,,,,,,,,,,257.0,Lispenard St & Broadway,40.71939226,-74.00247214,327.0,Vesey Pl & River Terrace,40.7153379,-74.01658354,15392.0,Subscriber,1974.0,1.0,start,3693109,49.061528076814255,1317.9678554638253,40.719395,-74.00189,2017-06-15 13:55:00
571,2017-06-15 13:54:11,2017-06-15 14:03:42,,,,,,,,,,,,,439.0,E 4 St & 2 Ave,40.7262807,-73.98978041,257.0,Lispenard St & Broadway,40.71939226,-74.00247214,19771.0,Subscriber,1986.0,2.0,end,3693109,1275.7921165359082,49.061528076814255,40.719395,-74.00189,2017-06-15 13:55:00
1393,2017-06-15 13:55:23,2017-06-15 14:18:36,,,,,,,,,,,,,257.0,Lispenard St & Broadway,40.71939226,-74.00247214,150.0,E 2 St & Avenue C,40.7208736,-73.98085795,18082.0,Subscriber,1970.0,1.0,start,3693109,49.061528076814255,1780.0918200962558,40.719395,-74.00189,2017-06-15 13:55:00
407,2017-06-16 14:00:58,2017-06-16 14:07:45,,,,,,,,,,,,,330.0,Reade St & Broadway,40.71450451,-74.00562789,260.0,Broad St & Bridge St,40.70365182,-74.01167797,28197.0,Subscriber,1980.0,1.0,start,3697121,69.48327746570752,1253.2177865392669,40.714165,-74.00632,2017-06-16 14:00:00
626,2017-06-19 09:20:34,2017-06-19 09:31:01,,,,,,,,,,,,,396.0,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,3419.0,Douglass St & 4 Ave,40.6792788,-73.98154004,18083.0,Subscriber,1986.0,1.0,start,3693848,88.74609155585078,2191.2764496099726,40.681137,-73.95567,2017-06-19 09:20:00
772,2017-06-20 13:16:27,2017-06-20 13:29:20,,,,,,,,,,,,,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,348.0,W Broadway & Spring St,40.72490985,-74.00154702,17693.0,Subscriber,1974.0,2.0,start,3697005,65.21760324642975,1705.0715306192822,40.73949,-73.99528,2017-06-20 13:30:00
592,2017-06-20 13:29:11,2017-06-20 13:39:03,,,,,,,,,,,,,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,212.0,W 16 St & The High Line,40.74334935,-74.00681753,16081.0,Subscriber,1985.0,2.0,start,3697005,65.21760324642975,1062.5351296364859,40.73949,-73.99528,2017-06-20 13:30:00
628,2017-06-20 13:29:36,2017-06-20 13:40:05,,,,,,,,,,,,,3259.0,9 Ave & W 28 St,40.74937024193277,-73.99923384189606,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,17483.0,Customer,,0.0,end,3697005,1148.0183044494752,65.21760324642975,40.73949,-73.99528,2017-06-20 13:30:00
619,2017-06-20 13:29:41,2017-06-20 13:40:01,,,,,,,,,,,,,3259.0,9 Ave & W 28 St,40.74937024193277,-73.99923384189606,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,21950.0,Customer,,0.0,end,3697005,1148.0183044494752,65.21760324642975,40.73949,-73.99528,2017-06-20 13:30:00
456,2017-06-20 13:30:23,2017-06-20 13:37:59,,,,,,,,,,,,,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,2003.0,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,28241.0,Subscriber,1984.0,1.0,start,3697005,65.21760324642975,1392.858646486239,40.73949,-73.99528,2017-06-20 13:30:00
1784,2017-06-21 17:15:44,2017-06-21 17:45:29,,,,,,,,,,,,,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,3115.0,India St & Manhattan Ave,40.73232194,-73.9550858,21679.0,Subscriber,1993.0,1.0,end,3696416,3106.0998957744027,68.97241693828329,40.731853,-73.95455,2017-06-21 17:15:00
1708,2017-06-21 17:54:35,2017-06-21 18:23:03,,,,,,,,,,,,,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,128.0,MacDougal St & Prince St,40.72710258,-74.00297088,16211.0,Subscriber,1994.0,1.0,start,3696293,74.2201658645604,784.4728441965525,40.721447,-73.997406,2017-06-21 18:24:00
1198,2017-06-21 18:03:34,2017-06-21 18:23:32,,,,,,,,,,,,,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,26374.0,Subscriber,1982.0,2.0,start,3696293,74.2201658645604,3543.6033721147255,40.721447,-73.997406,2017-06-21 18:24:00
652,2017-06-21 18:13:52,2017-06-21 18:24:44,,,,,,,,,,,,,503.0,E 20 St & Park Ave,40.73827428,-73.98751968,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,21058.0,Subscriber,1986.0,1.0,end,3696293,2048.177110445627,74.2201658645604,40.721447,-73.997406,2017-06-21 18:24:00
519,2017-06-21 18:23:22,2017-06-21 18:32:02,,,,,,,,,,,,,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,301.0,E 2 St & Avenue B,40.72217444,-73.98368779,16011.0,Subscriber,1982.0,2.0,start,3696293,74.2201658645604,1158.903750689154,40.721447,-73.997406,2017-06-21 18:24:00
808,2017-06-21 18:23:46,2017-06-21 18:37:14,,,,,,,,,,,,,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,415.0,Pearl St & Hanover Square,40.7047177,-74.00926027,15561.0,Subscriber,1983.0,1.0,start,3696293,74.2201658645604,2111.5539954407404,40.721447,-73.997406,2017-06-21 18:24:00
706,2017-06-21 18:25:00,2017-06-21 18:36:47,,,,,,,,,,,,,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,238.0,Bank St & Washington St,40.7361967,-74.00859207,21058.0,Subscriber,1965.0,1.0,start,3696293,74.2201658645604,1891.6601370146627,40.721447,-73.997406,2017-06-21 18:24:00
660,2017-06-23 14:08:27,2017-06-23 14:19:27,,,,,,,,,,,,,402.0,Broadway & E 22 St,40.7403432,-73.98955109,517.0,Pershing Square South,40.751581,-73.97791,16894.0,Subscriber,1990.0,2.0,end,3698094,1498.7514043206058,89.75689853944458,40.75093,-73.97854,2017-06-23 14:20:00
575,2017-06-23 14:10:36,2017-06-23 14:20:11,,,,,,,,,,,,,517.0,Pershing Square South,40.751581,-73.97791,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,16805.0,Subscriber,1966.0,1.0,start,3698094,89.75689853944458,1196.036480944354,40.75093,-73.97854,2017-06-23 14:20:00
554,2017-06-23 14:19:40,2017-06-23 14:28:54,,,,,,,,,,,,,385.0,E 55 St & 2 Ave,40.75797322,-73.96603308,517.0,Pershing Square South,40.751581,-73.97791,27398.0,Subscriber,1979.0,1.0,end,3698094,1312.6994876351607,89.75689853944458,40.75093,-73.97854,2017-06-23 14:20:00
749,2017-06-23 14:21:00,2017-06-23 14:33:30,,,,,,,,,,,,,442.0,W 27 St & 7 Ave,40.746647,-73.993915,517.0,Pershing Square South,40.751581,-73.97791,25834.0,Subscriber,1964.0,1.0,end,3698094,1379.9606211587688,89.75689853944458,40.75093,-73.97854,2017-06-23 14:20:00
246,2017-06-24 00:29:26,2017-06-24 00:33:32,,,,,,,,,,,,,157.0,Henry St & Atlantic Ave,40.69089272,-73.99612349,3409.0,Bergen St & Smith St,40.6867443,-73.99063168,20778.0,Subscriber,2000.0,1.0,end,3700366,692.5421541058255,77.50507031094445,40.68608,-73.99091,2017-06-24 00:30:00
522,2017-06-25 17:10:26,2017-06-25 17:19:08,,,,,,,,,,,,,128.0,MacDougal St & Prince St,40.72710258,-74.00297088,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,25776.0,Subscriber,1992.0,2.0,end,3698488,1299.1513562297023,49.62871448202272,40.728596,-73.98768,2017-06-25 17:20:00
967,2017-06-25 17:19:02,2017-06-25 17:35:09,,,,,,,,,,,,,247.0,Perry St & Bleecker St,40.73535398,-74.00483091,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,25031.0,Subscriber,1989.0,2.0,end,3698488,1628.839081461387,49.62871448202272,40.728596,-73.98768,2017-06-25 17:20:00
170,2017-06-25 17:19:18,2017-06-25 17:22:09,,,,,,,,,,,,,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,504.0,1 Ave & E 16 St,40.73221853,-73.98165557,28573.0,Subscriber,1991.0,1.0,start,3698488,49.62871448202272,648.0312987527919,40.728596,-73.98768,2017-06-25 17:20:00
78,2017-06-25 17:19:22,2017-06-25 17:20:41,,,,,,,,,,,,,438.0,St Marks Pl & 1 Ave,40.72779126,-73.98564945,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,14685.0,Subscriber,1989.0,1.0,end,3698488,193.09063243963465,49.62871448202272,40.728596,-73.98768,2017-06-25 17:20:00
296,2017-06-25 17:19:48,2017-06-25 17:24:45,,,,,,,,,,,,,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,504.0,1 Ave & E 16 St,40.73221853,-73.98165557,25776.0,Subscriber,1977.0,1.0,start,3698488,49.62871448202272,648.0312987527919,40.728596,-73.98768,2017-06-25 17:20:00
1743,2017-06-25 17:20:02,2017-06-25 17:49:05,,,,,,,,,,,,,458.0,11 Ave & W 27 St,40.751396,-74.005226,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,15562.0,Subscriber,1991.0,1.0,end,3698488,2934.7427280483853,49.62871448202272,40.728596,-73.98768,2017-06-25 17:20:00
942,2017-06-25 22:54:44,2017-06-25 23:10:27,,,,,,,,,,,,,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,20970.0,Subscriber,1953.0,1.0,end,3707344,2121.1140083498035,19.10656050330974,40.730038,-73.99107,2017-06-25 23:10:00
618,2017-06-26 18:05:23,2017-06-26 18:15:41,,,,,,,,,,,,,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,519.0,Pershing Square North,40.751873,-73.977706,26910.0,Subscriber,1964.0,1.0,start,3699921,19.211146146555134,1715.0247495400909,40.747204,-73.99711,2017-06-26 18:15:00
723,2017-06-26 18:14:38,2017-06-26 18:26:42,,,,,,,,,,,,,161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,14666.0,Subscriber,1982.0,1.0,end,3699921,2007.0063646322603,19.211146146555134,40.747204,-73.99711,2017-06-26 18:15:00
732,2017-06-26 18:14:41,2017-06-26 18:26:53,,,,,,,,,,,,,174.0,E 25 St & 1 Ave,40.7381765,-73.97738662,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,28719.0,Subscriber,1989.0,1.0,end,3699921,1941.303356260269,19.211146146555134,40.747204,-73.99711,2017-06-26 18:15:00
756,2017-06-26 18:14:57,2017-06-26 18:27:34,,,,,,,,,,,,,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,29317.0,Subscriber,1970.0,1.0,start,3699921,19.211146146555134,1526.1411648939682,40.747204,-73.99711,2017-06-26 18:15:00
1075,2017-06-28 09:07:30,2017-06-28 09:25:26,,,,,,,,,,,,,499.0,Broadway & W 60 St,40.76915505,-73.98191841,3165.0,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,14577.0,Customer,,0.0,start,3700912,33.20344319018464,914.1520026440503,40.76889,-73.9821,2017-06-28 09:25:00
537,2017-06-28 09:15:06,2017-06-28 09:24:03,,,,,,,,,,,,,499.0,Broadway & W 60 St,40.76915505,-73.98191841,484.0,W 44 St & 5 Ave,40.75500254,-73.98014437,28228.0,Subscriber,1987.0,1.0,start,3700912,33.20344319018464,1552.9763368458453,40.76889,-73.9821,2017-06-28 09:25:00
1199,2017-06-28 09:25:58,2017-06-28 09:45:58,,,,,,,,,,,,,347.0,Greenwich St & W Houston St,40.728846,-74.008591,499.0,Broadway & W 60 St,40.76915505,-73.98191841,28878.0,Subscriber,1977.0,1.0,end,3700912,4980.604358707891,33.20344319018464,40.76889,-73.9821,2017-06-28 09:25:00
1723,2017-06-28 12:50:59,2017-06-28 13:19:43,,,,,,,,,,,,,315.0,South St & Gouverneur Ln,40.70355377,-74.00670227,532.0,S 5 Pl & S 4 St,40.710451,-73.960876,20141.0,Customer,,0.0,end,3701054,3974.945442984548,69.47642044004105,40.711037,-73.96059,2017-06-28 13:20:00
823,2017-06-28 13:05:37,2017-06-28 13:19:20,,,,,,,,,,,,,356.0,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,532.0,S 5 Pl & S 4 St,40.710451,-73.960876,27433.0,Customer,1992.0,2.0,end,3701054,1943.7266444425616,69.47642044004105,40.711037,-73.96059,2017-06-28 13:20:00
792,2017-06-28 13:06:23,2017-06-28 13:19:35,,,,,,,,,,,,,356.0,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,532.0,S 5 Pl & S 4 St,40.710451,-73.960876,26406.0,Customer,1969.0,1.0,end,3701054,1943.7266444425616,69.47642044004105,40.711037,-73.96059,2017-06-28 13:20:00
686,2017-06-28 13:08:25,2017-06-28 13:19:51,,,,,,,,,,,,,532.0,S 5 Pl & S 4 St,40.710451,-73.960876,3080.0,S 4 St & Rodney St,40.70934,-73.95608,18743.0,Subscriber,1986.0,1.0,start,3701054,69.47642044004105,424.39630581246286,40.711037,-73.96059,2017-06-28 13:20:00
388,2017-06-28 13:43:01,2017-06-28 13:49:30,,,,,,,,,,,,,3295.0,Central Park W & W 96 St,40.79127,-73.964839,3168.0,Central Park West & W 85 St,40.78472675,-73.96961715,17537.0,Subscriber,,0.0,start,3701605,42.349365388589995,790.3040518017837,40.79099,-73.96518,2017-06-28 13:50:00
697,2017-06-28 13:45:01,2017-06-28 13:56:38,,,,,,,,,,,,,531.0,Forsyth St & Broome St,40.71893904,-73.99266288,383.0,Greenwich Ave & Charles St,40.735238,-74.000271,28000.0,Subscriber,1988.0,1.0,end,3706411,1932.3344019132046,11.258375092373297,40.735306,-74.00037,2017-06-28 13:45:00
862,2017-06-28 23:52:51,2017-06-29 00:07:13,,,,,,,,,,,,,449.0,W 52 St & 9 Ave,40.76461837,-73.98789473,513.0,W 56 St & 10 Ave,40.768254,-73.988639,19440.0,Customer,,0.0,end,3701413,380.5908257136335,88.10920646745181,40.767815,-73.98951,2017-06-29 00:07:00
