ride_id,bike_type,starttime,stoptime,start station name,start_station_id,end station name,end_station_id,start station latitude,start station longitude,end station latitude,end station longitude,usertype,tripduration,bike_id,birth year,gender,crash_match_type,matched_crash_id,dist_to_crash_start_m,dist_to_crash_end_m,CRASH_LATITUDE,CRASH_LONGITUDE,CRASH_DATETIME
1F3FE15072FFE81A,electric_bike,2021-01-04 17:04:52.777,2021-01-04 17:15:15.598,W 48 St & Rockefeller Plaza,6667.1,2 Ave & E 72 St,6925.09,40.757936,-73.979603,40.768762,-73.958408,member,,,,,end,4381562,2158.2360697917998,5.570030287184713,40.768803,-73.95837,2021-01-04 17:05:00
D1999EB5D1AA9157,classic_bike,2021-01-04 17:05:25.704,2021-01-04 17:19:42.061,2 Ave & E 72 St,6925.09,Amsterdam Ave & W 73 St,7260.09,40.768762,-73.958408,40.779668,-73.98093,member,,,,,start,4381562,5.570030287184713,2251.3260029235953,40.768803,-73.95837,2021-01-04 17:05:00
ADF4070A4A30C627,electric_bike,2021-01-05 00:01:19.303,2021-01-05 00:05:18.123,S 4 St & Wythe Ave,5204.05,N 6 St & Bedford Ave,5379.10,40.712859,-73.965903,40.717452,-73.958509,member,,,,,start,4381565,76.40442139433603,737.380179630431,40.71348,-73.965515,2021-01-05 00:01:00
330821743BEA439F,classic_bike,2021-01-05 15:36:37.589,2021-01-05 15:42:45.874,St Nicholas Ave & Manhattan Ave,7723.01,W 106 St & Central Park West,7606.01,40.809725,-73.953149,40.798186,-73.960591,member,,,,,end,4381747,1508.0596743101974,91.21341515902493,40.797367,-73.96053,2021-01-05 15:36:00
0F951E65DC5121A1,classic_bike,2021-01-06 13:07:13.501,2021-01-06 13:13:29.816,Central Park W & W 97 St,7538.18,W 100 St & Broadway,7580.01,40.792495,-73.964171,40.797372,-73.970412,member,,,,,start,4381996,14.808340655313465,765.2227572110787,40.792362,-73.96418,2021-01-06 13:14:00
D53E10691D497D59,classic_bike,2021-01-06 15:27:17.079,2021-01-06 15:30:22.937,Canal St & Rutgers St,5303.08,Henry St & Grand St,5294.04,40.714275,-73.9899,40.714211,-73.981095,member,,,,,end,4382273,767.8501544642821,25.70650113569375,40.71421,-73.98079,2021-01-06 15:31:00
1BA83CD445D3CA69,classic_bike,2021-01-09 15:20:49.355,2021-01-09 15:39:57.521,1 Ave & E 39 St,6303.01,W 26 St & 10 Ave,6382.05,40.74714,-73.97113,40.749718,-74.00295,member,,,,,start,4386017,53.183072347612075,2719.90749425933,40.747543,-73.97079,2021-01-09 15:20:00
838C37BC5AEDBA44,classic_bike,2021-01-09 17:18:57.780,2021-01-09 17:29:36.927,Broadway & W 60 St,6948.11,Amsterdam Ave & W 82 St,7360.10,40.769155,-73.981918,40.785247,-73.976673,member,,,,,end,4382832,1899.9134975616114,57.104302477139235,40.785732,-73.97645,2021-01-09 17:19:00
0C742D133D784BB8,electric_bike,2021-01-13 14:57:42.296,2021-01-13 15:00:51.897,State St & Smith St,4565.06,3 Ave & Schermerhorn St,4437.01,40.689269,-73.989129,40.686832,-73.979677,member,,,,,start,4383889,96.45971361689143,802.0053606413891,40.68987,-73.988304,2021-01-13 15:00:00
9574D18D5B074E32,electric_bike,2021-01-13 18:49:53.609,2021-01-13 18:54:59.228,Kent Ave & N 7 St,5489.03,India St & Manhattan Ave,5826.02,40.720367,-73.96165,40.73232194,-73.9550858,casual,,,,,end,4383759,1455.8056665478664,40.09102870271797,40.732323,-73.95461,2021-01-13 18:50:00
