,count
0,195246
1,114515
2,65984
3,40857
4,39530
5,108894
6,352918
7,674682
8,1006849
9,915090
10,878438
11,1013972
12,1204998
13,1318097
14,1412275
15,1522137
16,1654772
17,1916194
18,1822735
19,1372603
20,902131
21,589139
22,444302
23,319307
