Station,total_trips,long_trips,percent_long_trips
9,1070747,16848,1.5734809436776382
8,1093435,12231,1.1185850096256293
1,1365312,14559,1.0663496695260863
7,1112041,11294,1.0156100359609044
2,1314688,13166,1.0014543374549703
3,1266517,12182,0.961850492334489
6,1130741,8251,0.7296984897514107
4,1217774,8684,0.7131044019662105
5,1172689,7568,0.6453543948992444
0,1603209,7374,0.4599525077516406
