tripduration,starttime,stoptime,start_station_id,start station name,start station latitude,start station longitude,end_station_id,end station name,end station latitude,end station longitude,bike_id,usertype,birth year,gender,crash_match_type,matched_crash_id,dist_to_crash_start_m,dist_to_crash_end_m
193,2019-03-29 09:15:23.332,2019-03-29 09:18:36.768,501.0,FDR Drive & E 35 St,40.744219,-73.97121214,518.0,E 39 St & 2 Ave,40.74780373,-73.9734419,20282,Subscriber,1971,1,end,4105516,417.30431165972135,76.31608911701191
377,2019-04-02 10:19:56.241,2019-04-02 10:26:13.661,3049.0,Cambridge Pl & Gates Ave,40.68488,-73.96304,3429.0,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,26100,Subscriber,1963,1,end,4107790,1238.7873478392437,71.6076342039032
2587,2019-04-03 11:56:09.788,2019-04-03 12:39:17.731,3466.0,W 45 St & 6 Ave -,40.75668720603179,-73.98257732391357,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,36673,Subscriber,1982,0,start,4108462,93.83244073017325,3122.4716459800397
582,2019-04-03 12:29:50.132,2019-04-03 12:39:32.689,3466.0,W 45 St & 6 Ave -,40.75668720603179,-73.98257732391357,476.0,E 31 St & 3 Ave,40.74394314,-73.97966069,30055,Subscriber,1995,2,start,4108462,93.83244073017325,1519.8471666047203
836,2019-04-05 11:13:54.146,2019-04-05 11:27:50.696,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,3458.0,W 55 St & 6 Ave,40.76309387270797,-73.9783501625061,28826,Customer,1969,0,start,4110050,91.25327123265899,2565.9558590712613
133,2019-04-05 11:24:52.961,2019-04-05 11:27:06.345,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,32328,Subscriber,1991,1,end,4110050,233.87094774298873,91.25327123265899
1279,2019-04-05 17:34:21.118,2019-04-05 17:55:40.518,327.0,Vesey Pl & River Terrace,40.7153379,-74.01658354,266.0,Avenue D & E 8 St,40.72368361,-73.97574813,16006,Subscriber,1991,1,end,4110214,3486.7765571323366,92.05068016313167
231,2019-04-07 16:54:02.024,2019-04-07 16:57:53.111,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,3708.0,W 13 St & 5 Ave,40.735445,-73.99431,30298,Subscriber,1962,1,end,4111103,468.7439661922612,28.222201130142988
312,2019-04-07 16:57:02.074,2019-04-07 17:02:14.319,3708.0,W 13 St & 5 Ave,40.735445,-73.99431,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,36742,Subscriber,1973,1,start,4111103,28.222201130142988,1055.244101546837
2617,2019-04-07 16:57:59.584,2019-04-07 17:41:36.703,3136.0,5 Ave & E 63 St,40.766368,-73.971518,3708.0,W 13 St & 5 Ave,40.735445,-73.99431,35910,Subscriber,1970,1,end,4111103,3917.804350573402,28.222201130142988
507,2019-04-08 09:25:08.693,2019-04-08 09:33:36.678,3258.0,W 27 St & 10 Ave,40.75018156325683,-74.00218427181244,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,35631,Subscriber,1987,1,end,4111646,1179.4703691758868,47.31481900833041
447,2019-04-08 09:26:56.359,2019-04-08 09:34:24.119,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,533.0,Broadway & W 38 St,40.75299641,-73.98721619,36272,Subscriber,1966,1,start,4111646,47.31481900833041,1355.9646219463034
216,2019-04-08 09:29:43.356,2019-04-08 09:33:19.440,470.0,W 20 St & 8 Ave,40.74345335,-74.00004031,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,33056,Subscriber,1974,1,end,4111646,572.804927408406,47.31481900833041
830,2019-04-08 09:33:06.916,2019-04-08 09:46:57.294,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,3443.0,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,29697,Subscriber,1988,2,start,4111646,47.31481900833041,2462.183240517636
347,2019-04-08 09:33:29.033,2019-04-08 09:39:16.315,3259.0,9 Ave & W 28 St,40.74937024193277,-73.99923384189606,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,27152,Subscriber,1992,1,end,4111646,966.1600943784849,47.31481900833041
1593,2019-04-08 09:34:43.295,2019-04-08 10:01:17.139,532.0,S 5 Pl & S 5 St,40.710451,-73.960876,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,26433,Subscriber,1987,1,end,4111646,4444.880746360506,47.31481900833041
273,2019-04-08 09:34:47.272,2019-04-08 09:39:21.073,3641.0,Broadway & W 25 St,40.74286877312112,-73.98918628692627,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,36970,Subscriber,1983,2,end,4111646,390.3048882648767,47.31481900833041
555,2019-04-08 09:34:49.568,2019-04-08 09:44:05.062,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,238.0,Bank St & Washington St,40.7361967,-74.00859207,27165,Subscriber,1951,1,start,4111646,47.31481900833041,1408.5135234835755
1344,2019-04-09 10:29:20.655,2019-04-09 10:51:45.471,509.0,9 Ave & W 22 St,40.7454973,-74.00197139,3355.0,E 66 St & Madison Ave,40.76800889305947,-73.96845281124115,36430,Subscriber,1986,2,end,4111597,3784.754801917848,20.151926328696092
532,2019-04-09 21:11:46.190,2019-04-09 21:20:38.601,357.0,E 11 St & Broadway,40.73261787,-73.99158043,394.0,E 9 St & Avenue C,40.72521311,-73.97768752,17540,Subscriber,1987,1,end,4112515,1416.387069077453,85.05995506457266
383,2019-04-09 21:12:06.809,2019-04-09 21:18:30.644,394.0,E 9 St & Avenue C,40.72521311,-73.97768752,394.0,E 9 St & Avenue C,40.72521311,-73.97768752,37521,Subscriber,1995,1,both,4112515,85.05995506457266,85.05995506457266
1419,2019-04-13 16:05:41.478,2019-04-13 16:29:21.173,82.0,St James Pl & Pearl St,40.71117416,-74.00016545,392.0,Jay St & Tech Pl,40.695065,-73.987167,17986,Subscriber,1999,1,end,4114002,2109.654639623019,11.67822257089579
1421,2019-04-13 16:06:05.358,2019-04-13 16:29:47.167,412.0,Forsyth St & Canal St,40.7158155,-73.99422366,392.0,Jay St & Tech Pl,40.695065,-73.987167,21074,Customer,1969,0,end,4114002,2394.0388897176413,11.67822257089579
1373,2019-04-13 16:06:33.103,2019-04-13 16:29:26.649,412.0,Forsyth St & Canal St,40.7158155,-73.99422366,392.0,Jay St & Tech Pl,40.695065,-73.987167,27309,Customer,1969,0,end,4114002,2394.0388897176413,11.67822257089579
1243,2019-04-13 16:29:04.649,2019-04-13 16:49:48.517,392.0,Jay St & Tech Pl,40.695065,-73.987167,3415.0,Prospect Pl & 6 Ave,40.6793307,-73.97519523,27244,Subscriber,1992,1,start,4114002,11.67822257089579,2009.9128321115963
633,2019-04-14 20:01:43.713,2019-04-14 20:12:17.252,476.0,E 31 St & 3 Ave,40.74394314,-73.97966069,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,35205,Subscriber,1993,1,end,4114830,1611.221918821648,30.875405764535042
455,2019-04-16 12:23:17.065,2019-04-16 12:30:52.144,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,17589,Subscriber,1985,2,end,4117269,1217.9740088579715,87.29032606649403
278,2019-04-16 22:25:14.881,2019-04-16 22:29:53.285,3553.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,3500.0,E 115 St & Madison Ave,40.7989445,-73.944846,34007,Subscriber,1969,1,end,4116744,1178.3443078448752,99.26564824452356
471,2019-04-17 12:41:44.562,2019-04-17 12:49:35.728,468.0,Broadway & W 56 St,40.7652654,-73.98192338,520.0,W 52 St & 5 Ave,40.75992262,-73.97648516,31203,Subscriber,1977,1,end,4117362,677.8438741193205,89.60966259543873
1448,2019-04-17 17:51:45.976,2019-04-17 18:15:54.430,285.0,Broadway & E 14 St,40.73454567,-73.99074142,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,34129,Subscriber,1994,1,start,4116827,67.74225929718048,4669.501306961763
828,2019-04-17 18:01:45.842,2019-04-17 18:15:34.064,285.0,Broadway & E 14 St,40.73454567,-73.99074142,412.0,Forsyth St & Canal St,40.7158155,-73.99422366,25693,Subscriber,1967,2,start,4116827,67.74225929718048,2125.371449414979
834,2019-04-17 18:02:04.561,2019-04-17 18:15:58.811,267.0,Broadway & W 36 St,40.75097711,-73.98765428,285.0,Broadway & E 14 St,40.73454567,-73.99074142,27964,Customer,1994,2,end,4116827,1825.435443441437,67.74225929718048
2586,2019-04-17 19:32:00.429,2019-04-17 20:15:07.351,3236.0,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,310.0,State St & Smith St,40.68926942,-73.98912867,33051,Subscriber,1988,1,start,4118574,11.858636771575009,7761.625996355189
1097,2019-04-17 19:59:21.495,2019-04-17 20:17:38.999,79.0,Franklin St & W Broadway,40.71911552,-74.00666661,3737.0,Stanton St & Norfolk St,40.720747,-73.986274,24980,Subscriber,1990,2,end,4116499,1673.6733224251932,63.352212384229745
800,2019-04-18 14:54:01.133,2019-04-18 15:07:21.533,336.0,Sullivan St & Washington Sq,40.73047747,-73.99906065,358.0,Christopher St & Greenwich St,40.73291553,-74.00711384,15285,Customer,1969,0,end,4118025,682.9012703794194,60.34413843961509
341,2019-04-18 15:25:03.652,2019-04-18 15:30:45.387,432.0,E 7 St & Avenue A,40.72621788,-73.98379855,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,30891,Subscriber,1970,2,start,4121314,33.364029861328234,777.9453042796578
624,2019-04-18 18:20:32.317,2019-04-18 18:30:57.022,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,27905,Subscriber,1988,1,start,4120593,73.86138875870938,1474.4117094710348
388,2019-04-18 18:24:02.622,2019-04-18 18:30:30.830,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,30028,Subscriber,1993,1,start,4120593,73.86138875870938,863.1152286014947
496,2019-04-18 18:29:09.057,2019-04-18 18:37:25.089,267.0,Broadway & W 36 St,40.75097711,-73.98765428,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,18266,Subscriber,1987,1,end,4120593,1502.725259026681,73.86138875870938
663,2019-04-20 21:55:57.309,2019-04-20 22:07:00.466,3068.0,Humboldt St & Varet St,40.7031724,-73.940636,532.0,S 5 Pl & S 5 St,40.710451,-73.960876,33832,Subscriber,1986,1,end,4118681,1834.9300097373987,86.4357316707803
2229,2019-04-21 12:21:56.297,2019-04-21 12:59:05.385,3295.0,Central Park W & W 96 St,40.79127,-73.964839,3362.0,Madison Ave & E 82 St,40.7781314,-73.96069399,35041,Customer,1996,2,start,4118266,42.349365388589995,1478.8569835239944
1276,2019-04-23 08:28:39.546,2019-04-23 08:49:56.124,3143.0,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,18397,Subscriber,1970,1,end,4119361,2516.833727338607,38.45225977730746
1229,2019-04-23 08:30:16.047,2019-04-23 08:50:45.952,3167.0,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,34977,Subscriber,1966,1,end,4119361,2749.702075080282,38.45225977730746
1163,2019-04-23 08:31:25.614,2019-04-23 08:50:48.618,3156.0,E 72 St & York Ave,40.76663814,-73.95348296,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,33947,Subscriber,1972,2,end,4119361,2232.4777417680343,38.45225977730746
554,2019-04-23 08:40:33.727,2019-04-23 08:49:48.055,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,468.0,Broadway & W 56 St,40.7652654,-73.98192338,30523,Subscriber,1976,2,start,4119361,38.45225977730746,1238.1377927618287
553,2019-04-23 08:41:42.541,2019-04-23 08:50:56.348,501.0,FDR Drive & E 35 St,40.744219,-73.97121214,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,31605,Subscriber,1977,1,end,4119361,1280.950156263659,38.45225977730746
503,2019-04-23 08:41:47.900,2019-04-23 08:50:11.629,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,3458.0,W 55 St & 6 Ave,40.76309387270797,-73.9783501625061,27498,Subscriber,1955,1,start,4119361,38.45225977730746,902.2792794196778
438,2019-04-23 08:41:51.607,2019-04-23 08:49:10.351,469.0,Broadway & W 53 St,40.76344058,-73.98268129,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,27738,Subscriber,1993,1,end,4119361,1095.0872022008039,38.45225977730746
452,2019-04-23 08:43:00.278,2019-04-23 08:50:32.689,468.0,Broadway & W 56 St,40.7652654,-73.98192338,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,32907,Subscriber,1987,1,end,4119361,1238.1377927618287,38.45225977730746
385,2019-04-23 08:44:10.278,2019-04-23 08:50:36.092,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,469.0,Broadway & W 53 St,40.76344058,-73.98268129,26463,Subscriber,1983,1,start,4119361,38.45225977730746,1095.0872022008039
314,2019-04-23 08:49:14.067,2019-04-23 08:54:28.264,3466.0,W 45 St & 6 Ave -,40.75668720603179,-73.98257732391357,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,19859,Subscriber,1988,1,end,4119361,627.1241500191427,38.45225977730746
1091,2019-04-23 08:49:42.487,2019-04-23 09:07:54.139,469.0,Broadway & W 53 St,40.76344058,-73.98268129,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,25414,Customer,1995,1,end,4119361,1095.0872022008039,38.45225977730746
1177,2019-04-23 08:50:22.391,2019-04-23 09:09:59.933,307.0,Canal St & Rutgers St,40.71427487,-73.98990025,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,25801,Subscriber,1986,1,end,4119361,4723.651784199413,38.45225977730746
415,2019-04-23 08:50:32.412,2019-04-23 08:57:27.606,465.0,Broadway & W 41 St,40.75513557,-73.98658032,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,25798,Subscriber,1985,1,end,4119361,945.2786819227017,38.45225977730746
666,2019-04-23 08:50:38.570,2019-04-23 09:01:45.509,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,18144,Subscriber,1977,1,end,4119361,1308.1239401902942,38.45225977730746
1899,2019-04-23 16:51:53.436,2019-04-23 17:23:33.420,387.0,Centre St & Chambers St,40.71273266,-74.0046073,2000.0,Front St & Washington St,40.70255088,-73.98940236,18825,Subscriber,1981,2,start,4119942,63.65794116032095,1706.9433559424363
1047,2019-04-23 17:22:06.019,2019-04-23 17:39:33.883,473.0,Rivington St & Chrystie St,40.72110063,-73.9919254,387.0,Centre St & Chambers St,40.71273266,-74.0046073,28053,Customer,2000,1,end,4119942,1353.5731294869388,63.65794116032095
1041,2019-04-23 17:22:45.608,2019-04-23 17:40:07.246,473.0,Rivington St & Chrystie St,40.72110063,-73.9919254,387.0,Centre St & Chambers St,40.71273266,-74.0046073,15495,Customer,2002,1,end,4119942,1353.5731294869388,63.65794116032095
3074,2019-04-24 17:35:08.447,2019-04-24 18:26:23.432,3461.0,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,3226.0,W 82 St & Central Park West,40.78275,-73.97137,32868,Subscriber,1970,2,end,4120856,8176.264501673911,86.64698490021182
2252,2019-04-24 17:49:23.925,2019-04-24 18:26:56.317,3226.0,W 82 St & Central Park West,40.78275,-73.97137,3165.0,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,17416,Customer,1971,2,start,4120856,86.64698490021182,788.251298057992
2094,2019-04-24 17:51:22.034,2019-04-24 18:26:16.428,3226.0,W 82 St & Central Park West,40.78275,-73.97137,3165.0,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,30383,Customer,1969,0,start,4120856,86.64698490021182,788.251298057992
2068,2019-04-24 17:51:53.047,2019-04-24 18:26:21.165,3226.0,W 82 St & Central Park West,40.78275,-73.97137,3165.0,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,30967,Customer,1969,0,start,4120856,86.64698490021182,788.251298057992
1400,2019-04-24 18:25:48.169,2019-04-24 18:49:08.574,3507.0,Park Ave & E 124 St,40.8045555,-73.9396861,3226.0,W 82 St & Central Park West,40.78275,-73.97137,29864,Subscriber,1988,1,end,4120856,3681.8391376210384,86.64698490021182
573,2019-04-24 20:19:58.497,2019-04-24 20:29:32.177,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,546.0,E 30 St & Park Ave S,40.74444921,-73.98303529,20964,Subscriber,1961,2,start,4121596,41.29829146521719,935.0651274320992
2038,2019-04-24 20:29:18.040,2019-04-24 21:03:17.012,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,412.0,Forsyth St & Canal St,40.7158155,-73.99422366,20268,Subscriber,1988,1,start,4121596,41.29829146521719,3810.4847504744416
907,2019-04-24 20:29:28.804,2019-04-24 20:44:36.331,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,26776,Subscriber,1994,1,start,4121596,41.29829146521719,2343.397990952459
504,2019-04-24 20:29:46.233,2019-04-24 20:38:10.769,379.0,W 31 St & 7 Ave,40.749156,-73.9916,519.0,Pershing Square North,40.751873,-73.977706,35319,Subscriber,1969,1,start,4121596,97.70305017359945,1168.2390680197288
491,2019-04-25 08:00:00.147,2019-04-25 08:08:12.117,3359.0,E 68 St & Madison Ave,40.7691572,-73.96703464,3458.0,W 55 St & 6 Ave,40.76309387270797,-73.9783501625061,34942,Subscriber,1965,1,end,4120323,1086.709061033306,82.74563231145349
211,2019-04-28 14:14:18.442,2019-04-28 14:17:50.135,3295.0,Central Park W & W 96 St,40.79127,-73.964839,3314.0,W 95 St & Broadway,40.7937704,-73.971888,25485,Subscriber,1958,1,start,4122169,45.14374636926585,649.8044468353349
185,2019-04-28 14:15:43.745,2019-04-28 14:18:48.909,3314.0,W 95 St & Broadway,40.7937704,-73.971888,3295.0,Central Park W & W 96 St,40.79127,-73.964839,29558,Subscriber,1952,1,end,4122169,649.8044468353349,45.14374636926585
696,2019-04-29 08:42:25.730,2019-04-29 08:54:01.820,3507.0,Park Ave & E 124 St,40.8045555,-73.9396861,3425.0,2 Ave & E 104 St,40.7892105,-73.94370784,33321,Subscriber,1990,2,start,4122711,77.97027566418704,1805.4403175212012
520,2019-04-29 08:44:51.086,2019-04-29 08:53:31.782,3507.0,Park Ave & E 124 St,40.8045555,-73.9396861,3540.0,Morningside Ave & W 123 St,40.81,-73.9551508,19269,Subscriber,1993,2,start,4122711,77.97027566418704,1463.0799179085925
1415,2019-04-29 16:31:57.840,2019-04-29 16:55:33.561,445.0,E 10 St & Avenue A,40.72740794,-73.98142006,303.0,Mercer St & Spring St,40.72362738,-73.99949601,28921,Subscriber,1991,2,start,4124171,83.72072170674473,1528.6569592648314
1032,2019-04-29 16:38:25.746,2019-04-29 16:55:38.252,520.0,W 52 St & 5 Ave,40.75992262,-73.97648516,445.0,E 10 St & Avenue A,40.72740794,-73.98142006,31839,Subscriber,1961,1,end,4124171,3599.66835411638,83.72072170674473
265,2019-04-29 16:50:32.779,2019-04-29 16:54:58.417,445.0,E 10 St & Avenue A,40.72740794,-73.98142006,297.0,E 15 St & 3 Ave,40.734232,-73.986923,27113,Subscriber,1988,1,start,4124171,83.72072170674473,812.9689165708795
323,2019-04-29 16:55:41.029,2019-04-29 17:01:04.869,285.0,Broadway & E 14 St,40.73454567,-73.99074142,445.0,E 10 St & Avenue A,40.72740794,-73.98142006,33054,Subscriber,1988,1,end,4124171,1034.2457770618666,83.72072170674473
212,2019-05-01 22:07:02.030,2019-05-01 22:10:34.820,448.0,W 37 St & 10 Ave,40.75660359,-73.9979009,495.0,W 47 St & 10 Ave,40.76269882,-73.99301222,27474,Subscriber,1981,1,end,4124057,875.7770652356563,84.98255007333982
1410,2019-05-01 22:07:22.175,2019-05-01 22:30:52.373,501.0,FDR Drive & E 35 St,40.744219,-73.97121214,495.0,W 47 St & 10 Ave,40.76269882,-73.99301222,35175,Customer,1969,0,end,4124057,2800.2396631438055,84.98255007333982
127,2019-05-01 22:08:45.084,2019-05-01 22:10:52.427,495.0,W 47 St & 10 Ave,40.76269882,-73.99301222,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,25826,Subscriber,1979,1,start,4124057,84.98255007333982,380.0644410136873
575,2019-05-03 08:35:32.884,2019-05-03 08:45:08.297,478.0,11 Ave & W 41 St,40.76030096,-73.99884222,519.0,Pershing Square North,40.751873,-73.977706,29038,Subscriber,1976,1,start,4125691,17.1585244677289,2000.9719990252052
721,2019-05-03 08:44:56.031,2019-05-03 08:56:57.215,478.0,11 Ave & W 41 St,40.76030096,-73.99884222,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,28737,Subscriber,1988,1,start,4125691,17.1585244677289,2082.763672293668
278,2019-05-03 18:48:43.940,2019-05-03 18:53:22.270,3156.0,E 72 St & York Ave,40.76663814,-73.95348296,3151.0,E 81 St & York Ave,40.7728384,-73.94989233,15665,Subscriber,1991,2,end,4126006,753.9148494216553,37.293420852871414
1170,2019-05-03 18:53:02.333,2019-05-03 19:12:32.836,3167.0,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,3151.0,E 81 St & York Ave,40.7728384,-73.94989233,30411,Customer,1958,1,end,4126006,2758.641721937701,37.293420852871414
1490,2019-05-04 17:55:55.371,2019-05-04 18:20:45.720,3285.0,W 87 St & Amsterdam Ave,40.78839,-73.9747,3162.0,W 78 St & Broadway,40.78339981,-73.98093133,20374,Subscriber,1980,1,end,4125572,674.0411264724206,92.95756027105817
350,2019-05-04 18:20:21.506,2019-05-04 18:26:12.090,3162.0,W 78 St & Broadway,40.78339981,-73.98093133,3175.0,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,14887,Subscriber,1969,0,start,4125572,92.95756027105817,748.2638350270613
825,2019-05-06 08:31:38.016,2019-05-06 08:45:23.764,503.0,E 20 St & Park Ave,40.73827428,-73.98751968,3712.0,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,34317,Subscriber,1972,2,end,4130680,1936.786394739618,87.04221477326544
723,2019-05-06 08:32:32.107,2019-05-06 08:44:35.635,3712.0,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,29898,Subscriber,1992,2,start,4130680,87.04221477326544,1900.2085862829774
313,2019-05-06 08:38:51.159,2019-05-06 08:44:04.535,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,3712.0,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,34031,Subscriber,1990,1,end,4130680,878.7499375484671,87.04221477326544
722,2019-05-06 08:44:15.886,2019-05-06 08:56:18.220,3712.0,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,358.0,Christopher St & Greenwich St,40.73291553,-74.00711384,26529,Subscriber,1990,1,start,4130680,87.04221477326544,2469.544517860886
1241,2019-05-06 08:44:30.803,2019-05-06 09:05:12.060,3712.0,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,426.0,West St & Chambers St,40.71754834,-74.01322069,16296,Subscriber,1973,1,start,4130680,87.04221477326544,4253.380137705518
864,2019-05-06 08:45:51.230,2019-05-06 09:00:15.365,3686.0,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871246,3712.0,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,28693,Subscriber,1993,1,end,4130680,1728.0817830091814,87.04221477326544
1245,2019-05-06 17:05:21.338,2019-05-06 17:26:07.050,399.0,Lafayette Ave & St James Pl,40.68851534,-73.9647628,3397.0,Court St & Nelson St,40.6763947,-73.99869893,31988,Subscriber,1966,1,start,4126856,96.17398947393885,3067.2332188437504
126,2019-05-07 08:59:57.128,2019-05-07 09:02:03.699,3509.0,Lenox Ave & W 115 St,40.8011939,-73.9500739,3521.0,Lenox Ave & W 111 St,40.7987859,-73.9523,30605,Subscriber,1989,2,start,4127761,97.37613710276109,421.4127993574406
160,2019-05-07 09:00:03.831,2019-05-07 09:02:44.273,3628.0,Lenox Ave & W 117 St,40.8025566,-73.9490782,3534.0,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,16899,Subscriber,1977,1,start,4127761,78.81635413298415,546.8862007885841
2079,2019-05-08 18:39:25.455,2019-05-08 19:14:04.974,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,377.0,6 Ave & Canal St,40.72243797,-74.00566443,25496,Subscriber,1971,1,start,4128310,26.038997340895257,4927.742125819143
1970,2019-05-08 18:41:52.103,2019-05-08 19:14:42.866,3244.0,University Pl & E 8 St,40.73143724085228,-73.99490341544151,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,18018,Customer,1969,0,end,4128310,3703.9878804884274,26.038997340895257
224,2019-05-08 19:11:42.668,2019-05-08 19:15:26.688,2021.0,W 45 St & 8 Ave,40.75929124,-73.98859651,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,18950,Subscriber,1969,1,end,4128310,595.588700587144,26.038997340895257
815,2019-05-08 19:15:27.865,2019-05-08 19:29:02.872,3658.0,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,25993,Subscriber,1972,1,end,4128310,2757.940488417232,26.038997340895257
1872,2019-05-08 19:15:29.836,2019-05-08 19:46:42.541,3699.0,W 50 St & 9 Ave,40.76360467795863,-73.98917958140373,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,20861,Subscriber,1972,1,end,4128310,356.7378897766327,26.038997340895257
324,2019-05-08 19:15:34.308,2019-05-08 19:20:59.274,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,529.0,W 42 St & 8 Ave,40.7575699,-73.99098507,18018,Subscriber,1967,1,start,4128310,26.038997340895257,866.3755902815483
1023,2019-05-09 04:48:13.709,2019-05-09 05:05:16.958,150.0,E 2 St & Avenue C,40.7208736,-73.98085795,3002.0,South End Ave & Liberty St,40.711512,-74.015756,34838,Subscriber,1989,1,start,4128883,25.988705226980255,3106.898551899148
1779,2019-05-10 17:36:16.507,2019-05-10 18:05:56.446,3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,2006.0,Central Park S & 6 Ave,40.76590936,-73.97634151,34116,Customer,1995,2,end,4129246,1575.2813301414867,63.35595975080981
521,2019-05-10 17:56:47.227,2019-05-10 18:05:28.609,2006.0,Central Park S & 6 Ave,40.76590936,-73.97634151,3243.0,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478,31020,Subscriber,1992,1,start,4129246,63.35595975080981,1476.3797115972015
1518,2019-05-10 18:05:36.887,2019-05-10 18:30:55.117,358.0,Christopher St & Greenwich St,40.73291553,-74.00711384,2006.0,Central Park S & 6 Ave,40.76590936,-73.97634151,35119,Subscriber,1971,2,end,4129246,4466.475256766959,63.35595975080981
1159,2019-05-10 19:28:31.660,2019-05-10 19:47:50.846,3160.0,Central Park West & W 76 St,40.77896784,-73.97374737,385.0,E 55 St & 2 Ave,40.75797322,-73.96603308,27115,Subscriber,1981,1,start,4130689,32.998361625540916,2413.3645728212505
391,2019-05-11 20:52:30.405,2019-05-11 20:59:02.214,3156.0,E 72 St & York Ave,40.76663814,-73.95348296,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,32641,Subscriber,1983,1,end,4136300,1361.5119213319886,64.31743954785613
120,2019-05-14 09:59:21.156,2019-05-14 10:01:21.448,319.0,Fulton St & Broadway,40.711066,-74.009447,224.0,Spruce St & Nassau St,40.71146364,-74.00552427,30391,Subscriber,1997,1,end,4131758,272.2617736123604,85.07426459372553
