tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender,crash_match_type,matched_crash_id,dist_to_crash_start_m,dist_to_crash_end_m
411,2015-03-10 17:53:00,2015-03-10 18:00:00,387.0,Centre St & Chambers St,40.71273266,-74.0046073,426.0,West St & Chambers St,40.71754834,-74.01322069,19916.0,Subscriber,1978.0,2.0,,,,,,,,,,,,,start,3183489,64.40623844767758,914.9491324457003
490,2015-03-16 16:40:00,2015-03-16 16:48:00,404.0,9 Ave & W 14 St,40.7405826,-74.00550867,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,14540.0,Subscriber,1972.0,1.0,,,,,,,,,,,,,end,3186899,988.3881128909426,17.783864881131112
399,2015-03-16 18:55:00,2015-03-16 19:01:00,484.0,W 44 St & 5 Ave,40.75500254,-73.98014437,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,16243.0,Subscriber,1965.0,1.0,,,,,,,,,,,,,start,3187377,30.132730192975618,1057.1369288969672
1308,2015-03-18 20:01:00,2015-03-18 20:23:00,233.0,Joralemon St & Adams St,40.69246277,-73.98963911,365.0,Fulton St & Grand Ave,40.68223166,-73.9614583,14780.0,Subscriber,1959.0,1.0,,,,,,,,,,,,,end,3188856,2616.168290888763,20.276454970443822
1552,2015-03-25 08:33:00,2015-03-25 08:59:00,280.0,E 10 St & 5 Ave,40.73331967,-73.99510132,432.0,E 7 St & Avenue A,40.72621788,-73.98379855,14993.0,Subscriber,1954.0,1.0,,,,,,,,,,,,,start,3191782,79.55036046918711,1286.1235824737712
622,2015-03-25 08:59:00,2015-03-25 09:10:00,280.0,E 10 St & 5 Ave,40.73331967,-73.99510132,489.0,10 Ave & W 28 St,40.75066386,-74.00176802,20520.0,Subscriber,1970.0,1.0,,,,,,,,,,,,,start,3191782,79.55036046918711,1933.8489414601654
722,2015-03-27 17:13:00,2015-03-27 17:25:00,375.0,Mercer St & Bleecker St,40.72679454,-73.99695094,307.0,Canal St & Rutgers St,40.71427487,-73.98990025,15522.0,Subscriber,1982.0,1.0,,,,,,,,,,,,,start,3192886,97.9283377727092,1451.545788417501
368,2015-03-27 17:24:00,2015-03-27 17:30:00,375.0,Mercer St & Bleecker St,40.72679454,-73.99695094,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,18530.0,Subscriber,1993.0,1.0,,,,,,,,,,,,,start,3192886,97.9283377727092,863.0736018584322
304,2015-03-29 16:30:00,2015-03-29 16:35:00,379.0,W 31 St & 7 Ave,40.749156,-73.9916,444.0,Broadway & W 24 St,40.7423543,-73.98915076,16522.0,Subscriber,1973.0,2.0,,,,,,,,,,,,,start,3193853,34.697801101948144,787.9711059583032
337,2015-04-02 20:22:36,2015-04-02 20:28:13,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,116.0,W 17 St & 8 Ave,40.74177603,-74.00149746,16699.0,Subscriber,1983.0,1.0,,,,,,,,,,,,,start,3196185,91.3025843014114,693.2238753200864
335,2015-04-02 20:28:22,2015-04-02 20:33:57,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,463.0,9 Ave & W 16 St,40.74206539,-74.00443172,19055.0,Subscriber,1973.0,1.0,,,,,,,,,,,,,start,3196185,91.3025843014114,938.7333888033746
1053,2015-04-04 18:01:54,2015-04-04 18:19:28,526.0,E 33 St & 5 Ave,40.74765947,-73.98490707,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,19227.0,Subscriber,1979.0,2.0,,,,,,,,,,,,,end,3197315,1458.5189151138263,62.80594648492109
898,2015-04-04 18:04:31,2015-04-04 18:19:29,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,497.0,E 17 St & Broadway,40.73704984,-73.99009296,18774.0,Subscriber,1992.0,1.0,,,,,,,,,,,,,start,3197315,62.80594648492109,2525.489170721653
788,2015-04-04 18:20:22,2015-04-04 18:33:31,305.0,E 58 St & 3 Ave,40.76095756,-73.96724467,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,21143.0,Subscriber,1991.0,1.0,,,,,,,,,,,,,end,3197315,2062.8490671361865,62.80594648492109
551,2015-04-05 13:11:04,2015-04-05 13:20:16,488.0,W 39 St & 9 Ave,40.75645824,-73.99372222,480.0,W 53 St & 10 Ave,40.76669671,-73.99061728,18495.0,Subscriber,1985.0,1.0,,,,,,,,,,,,,start,3197784,77.53536895387322,1090.6810495602374
883,2015-04-06 18:29:36,2015-04-06 18:44:20,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,545.0,E 23 St & 1 Ave,40.736502,-73.97809472,16736.0,Subscriber,1969.0,2.0,,,,,,,,,,,,,start,3198733,86.60913258109518,2283.289459630287
389,2015-04-06 18:37:45,2015-04-06 18:44:15,498.0,Broadway & W 32 St,40.74854862,-73.98808416,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,15400.0,Subscriber,1975.0,1.0,,,,,,,,,,,,,end,3198733,702.253994438695,86.60913258109518
413,2015-04-06 18:38:04,2015-04-06 18:44:57,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,19650.0,Subscriber,1964.0,1.0,,,,,,,,,,,,,start,3198733,86.60913258109518,1372.833147134709
183,2015-04-06 18:42:05,2015-04-06 18:45:08,523.0,W 38 St & 8 Ave,40.75466591,-73.99138152,2021.0,W 45 St & 8 Ave,40.75929124,-73.98859651,20740.0,Subscriber,1987.0,1.0,,,,,,,,,,,,,start,3198733,86.60913258109518,648.1754649539376
1214,2015-04-08 08:28:55,2015-04-08 08:49:10,410.0,Suffolk St & Stanton St,40.72066442,-73.98517977,486.0,Broadway & W 29 St,40.7462009,-73.98855723,18686.0,Subscriber,1979.0,1.0,,,,,,,,,,,,,start,3199263,76.0827327470458,2907.6574338541195
716,2015-04-15 16:49:01,2015-04-15 17:00:57,352.0,W 56 St & 6 Ave,40.76340613,-73.97722479,529.0,W 42 St & 8 Ave,40.7575699,-73.99098507,19086.0,Subscriber,1962.0,1.0,,,,,,,,,,,,,start,3203374,87.87685428458039,1240.3991686561667
255,2015-04-15 16:55:03,2015-04-15 16:59:19,352.0,W 56 St & 6 Ave,40.76340613,-73.97722479,464.0,E 56 St & 3 Ave,40.75934501,-73.96759673,19052.0,Subscriber,1977.0,2.0,,,,,,,,,,,,,start,3203374,87.87685428458039,977.6268949405287
911,2015-04-15 16:59:15,2015-04-15 17:14:26,352.0,W 56 St & 6 Ave,40.76340613,-73.97722479,521.0,8 Ave & W 31 St,40.75096734871598,-73.99444207549095,20722.0,Subscriber,1972.0,1.0,,,,,,,,,,,,,start,3203374,87.87685428458039,1919.1830525550158
352,2015-04-17 15:24:49,2015-04-17 15:30:42,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,482.0,W 15 St & 7 Ave,40.73935542,-73.99931783,15323.0,Subscriber,1965.0,1.0,,,,,,,,,,,,,start,3205625,75.14616540891588,774.6191909873501
639,2015-04-17 15:30:49,2015-04-17 15:41:29,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,458.0,11 Ave & W 27 St,40.751396,-74.005226,21340.0,Subscriber,1981.0,1.0,,,,,,,,,,,,,start,3205625,75.14616540891588,1109.878710647707
481,2015-04-17 18:51:21,2015-04-17 18:59:23,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,293.0,Lafayette St & E 8 St,40.73028666,-73.9907647,16187.0,Subscriber,1980.0,1.0,,,,,,,,,,,,,start,3203906,74.41347562815807,1476.3749975237572
754,2015-04-18 10:52:22,2015-04-18 11:04:56,285.0,Broadway & E 14 St,40.73454567,-73.99074142,459.0,W 20 St & 11 Ave,40.746745,-74.007756,17977.0,Subscriber,1977.0,1.0,,,,,,,,,,,,,start,3204452,65.28574463400123,2005.3645651007478
535,2015-04-18 10:55:12,2015-04-18 11:04:07,285.0,Broadway & E 14 St,40.73454567,-73.99074142,247.0,Perry St & Bleecker St,40.73535398,-74.00483091,19497.0,Subscriber,1971.0,1.0,,,,,,,,,,,,,start,3204452,65.28574463400123,1180.0847363814844
1292,2015-04-19 16:13:29,2015-04-19 16:35:01,463.0,9 Ave & W 16 St,40.74206539,-74.00443172,426.0,West St & Chambers St,40.71754834,-74.01322069,21066.0,Customer,,0.0,,,,,,,,,,,,,start,3205007,59.07967169132495,2770.5012984503815
1223,2015-04-19 16:34:20,2015-04-19 16:54:43,513.0,W 56 St & 10 Ave,40.768254,-73.988639,463.0,9 Ave & W 16 St,40.74206539,-74.00443172,16309.0,Subscriber,1968.0,2.0,,,,,,,,,,,,,end,3205007,3259.038060868131,59.07967169132495
425,2015-04-24 17:39:42,2015-04-24 17:46:48,531.0,Forsyth St & Broome St,40.71893904,-73.99266288,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,15877.0,Subscriber,1991.0,1.0,,,,,,,,,,,,,end,3208615,1184.20373376378,89.4184702963738
975,2015-04-24 17:39:52,2015-04-24 17:56:07,476.0,E 31 St & 3 Ave,40.74394314,-73.97966069,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,21102.0,Subscriber,1961.0,2.0,,,,,,,,,,,,,end,3208615,1965.6912647079225,89.4184702963738
2168,2015-04-26 21:03:17,2015-04-26 21:39:25,426.0,West St & Chambers St,40.71754834,-74.01322069,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,16722.0,Subscriber,1965.0,2.0,,,,,,,,,,,,,end,3209766,3163.62683422835,85.66701950933957
174,2015-04-29 11:27:03,2015-04-29 11:29:58,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,21536.0,Subscriber,1962.0,1.0,,,,,,,,,,,,,start,3212344,91.3025843014114,567.6192206297101
637,2015-04-29 11:29:26,2015-04-29 11:40:03,383.0,Greenwich Ave & Charles St,40.735238,-74.000271,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,16246.0,Subscriber,1955.0,1.0,,,,,,,,,,,,,end,3212344,975.2762015867581,91.3025843014114
593,2015-04-29 18:49:17,2015-04-29 18:59:11,263.0,Elizabeth St & Hester St,40.71729,-73.996375,356.0,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,17669.0,Subscriber,1984.0,1.0,,,,,,,,,,,,,start,3211590,97.77740659234513,1211.8005471979184
268,2015-04-30 12:50:08,2015-04-30 12:54:37,417.0,Barclay St & Church St,40.71291224,-74.01020234,320.0,Leonard St & Church St,40.717571,-74.005549,19637.0,Subscriber,1958.0,1.0,,,,,,,,,,,,,start,3211579,92.37009458527598,721.664775748941
202,2015-04-30 12:50:50,2015-04-30 12:54:12,195.0,Liberty St & Broadway,40.70905623,-74.01043382,417.0,Barclay St & Church St,40.71291224,-74.01020234,16062.0,Subscriber,1958.0,1.0,,,,,,,,,,,,,end,3211579,337.67855767444973,92.37009458527598
669,2015-05-02 20:29:08,2015-05-02 20:40:18,446.0,W 24 St & 7 Ave,40.74487634,-73.99529885,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,17702.0,Subscriber,1988.0,1.0,,,,,,,,,,,,,end,3213371,1871.8535789189875,85.85189359635325
642,2015-05-02 20:30:08,2015-05-02 20:40:50,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,345.0,W 13 St & 6 Ave,40.73649403,-73.99704374,16719.0,Subscriber,1969.0,2.0,,,,,,,,,,,,,start,3213371,85.85189359635325,1158.1873829035833
508,2015-05-02 20:30:22,2015-05-02 20:38:50,536.0,1 Ave & E 30 St,40.74144387,-73.97536082,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,16411.0,Subscriber,1991.0,2.0,,,,,,,,,,,,,end,3213371,1691.4752900920241,85.85189359635325
1737,2015-05-03 19:55:03,2015-05-03 20:24:00,217.0,Old Fulton St,40.70277159,-73.99383605,157.0,Henry St & Atlantic Ave,40.69089272,-73.99612349,17587.0,Customer,,0.0,,,,,,,,,,,,,end,3214990,1274.7734017216796,60.808699960717384
264,2015-05-04 09:16:01,2015-05-04 09:20:25,151.0,Cleveland Pl & Spring St,40.7218158,-73.99720307,293.0,Lafayette St & E 8 St,40.73028666,-73.9907647,17968.0,Subscriber,1990.0,1.0,,,,,,,,,,,,,start,3213981,80.09430852492261,1036.4306858442037
869,2015-05-04 09:20:18,2015-05-04 09:34:48,151.0,Cleveland Pl & Spring St,40.7218158,-73.99720307,362.0,Broadway & W 37 St,40.75172632,-73.98753523,14596.0,Subscriber,1986.0,1.0,,,,,,,,,,,,,start,3213981,80.09430852492261,3391.60493049694
555,2015-05-06 22:59:45,2015-05-06 23:09:01,312.0,Allen St & E Houston St,40.722055,-73.989111,445.0,E 10 St & Avenue A,40.72740794,-73.98142006,16779.0,Subscriber,1972.0,1.0,,,,,,,,,,,,,start,3215855,79.6348554607377,948.5795865560037
1230,2015-05-07 20:59:38,2015-05-07 21:20:09,426.0,West St & Chambers St,40.71754834,-74.01322069,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,15193.0,Subscriber,1989.0,1.0,,,,,,,,,,,,,end,3215873,2674.602721514022,31.09504870170661
592,2015-05-07 21:19:24,2015-05-07 21:29:16,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,401.0,Allen St & Rivington St,40.72019576,-73.98997825,19897.0,Subscriber,1991.0,1.0,,,,,,,,,,,,,start,3215873,31.09504870170661,1172.4212892043545
839,2015-05-07 21:19:29,2015-05-07 21:33:28,228.0,E 48 St & 3 Ave,40.7546011026,-73.971878855,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,21419.0,Subscriber,1991.0,1.0,,,,,,,,,,,,,end,3215873,2957.2491436347063,31.09504870170661
534,2015-05-08 15:01:45,2015-05-08 15:10:39,294.0,Washington Square E,40.73049393,-73.9957214,511.0,E 14 St & Avenue B,40.72938685,-73.97772429,17670.0,Subscriber,1994.0,1.0,,,,,,,,,,,,,end,3218890,1495.6513580994654,25.992519459045134
484,2015-05-11 20:19:03,2015-05-11 20:27:07,423.0,W 54 St & 9 Ave,40.76584941,-73.98690506,488.0,W 39 St & 9 Ave,40.75645824,-73.99372222,19542.0,Customer,,0.0,,,,,,,,,,,,,start,3218912,24.145614415525262,1196.8275360625198
1589,2015-05-12 18:58:04,2015-05-12 19:24:33,529.0,W 42 St & 8 Ave,40.7575699,-73.99098507,352.0,W 56 St & 6 Ave,40.76340613,-73.97722479,17285.0,Customer,,0.0,,,,,,,,,,,,,end,3219661,1307.9488806498962,47.13976169231818
1082,2015-05-12 19:23:48,2015-05-12 19:41:51,352.0,W 56 St & 6 Ave,40.76340613,-73.97722479,297.0,E 15 St & 3 Ave,40.734232,-73.986923,17610.0,Subscriber,1986.0,1.0,,,,,,,,,,,,,start,3219661,47.13976169231818,3361.845289952718
826,2015-05-15 12:44:18,2015-05-15 12:58:04,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,18085.0,Subscriber,1979.0,1.0,,,,,,,,,,,,,start,3220935,89.4184702963738,2198.0591748543793
406,2015-05-15 12:45:58,2015-05-15 12:52:45,444.0,Broadway & W 24 St,40.7423543,-73.98915076,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,16323.0,Subscriber,1967.0,1.0,,,,,,,,,,,,,end,3220935,1462.1163023683257,89.4184702963738
1105,2015-05-15 16:44:23,2015-05-15 17:02:48,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,224.0,Spruce St & Nassau St,40.71146364,-74.00552427,21117.0,Subscriber,1981.0,2.0,,,,,,,,,,,,,end,3222152,2156.465117155253,65.32309011503908
267,2015-05-19 08:25:00,2015-05-19 08:29:28,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,285.0,Broadway & E 14 St,40.73454567,-73.99074142,16105.0,Subscriber,1990.0,1.0,,,,,,,,,,,,,end,3223389,694.0811245589928,71.64349782481446
193,2015-05-19 08:27:16,2015-05-19 08:30:30,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,285.0,Broadway & E 14 St,40.73454567,-73.99074142,21115.0,Customer,,0.0,,,,,,,,,,,,,end,3223389,515.578766548356,71.64349782481446
6395,2015-05-25 10:38:59,2015-05-25 12:25:34,284.0,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,18783.0,Customer,,0.0,,,,,,,,,,,,,end,3226943,943.8148742928231,89.48533997255699
6368,2015-05-25 10:39:30,2015-05-25 12:25:38,284.0,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,14872.0,Customer,,0.0,,,,,,,,,,,,,end,3226943,943.8148742928231,89.48533997255699
392,2015-05-25 12:19:12,2015-05-25 12:25:44,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,284.0,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,17629.0,Subscriber,1983.0,1.0,,,,,,,,,,,,,start,3226943,89.48533997255699,943.8148742928231
670,2015-05-26 08:47:19,2015-05-26 08:58:29,484.0,W 44 St & 5 Ave,40.75500254,-73.98014437,499.0,Broadway & W 60 St,40.76915505,-73.98191841,16760.0,Subscriber,1965.0,1.0,,,,,,,,,,,,,end,3227420,1647.3562060815489,67.39525783877073
584,2015-05-26 17:20:30,2015-05-26 17:30:15,2006.0,Central Park S & 6 Ave,40.76590936,-73.97634151,484.0,W 44 St & 5 Ave,40.75500254,-73.98014437,15646.0,Subscriber,1976.0,1.0,,,,,,,,,,,,,start,3228162,27.46792340204657,1231.6354342882212
2123,2015-05-26 17:20:54,2015-05-26 17:56:18,281.0,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,2006.0,Central Park S & 6 Ave,40.76590936,-73.97634151,17648.0,Customer,,0.0,,,,,,,,,,,,,end,3228162,255.50271165194178,27.46792340204657
521,2015-06-04 16:50:00,2015-06-04 16:59:00,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,19207.0,Subscriber,1980.0,1.0,,,,,,,,,,,,,start,3234055,79.18233038077265,1008.5238746158584
540,2015-06-04 16:50:00,2015-06-04 16:59:00,484.0,W 44 St & 5 Ave,40.75500254,-73.98014437,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,20869.0,Customer,,0.0,,,,,,,,,,,,,end,3234055,1951.660904599138,79.18233038077265
178,2015-06-04 16:56:00,2015-06-04 16:59:00,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,509.0,9 Ave & W 22 St,40.7454973,-74.00197139,15930.0,Subscriber,1960.0,1.0,,,,,,,,,,,,,start,3234055,79.18233038077265,824.5920382600098
569,2015-06-04 17:01:00,2015-06-04 17:10:00,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,357.0,E 11 St & Broadway,40.73261787,-73.99158043,16256.0,Subscriber,1946.0,1.0,,,,,,,,,,,,,start,3234055,79.18233038077265,960.0682227735654
655,2015-06-04 19:49:00,2015-06-04 20:00:00,345.0,W 13 St & 6 Ave,40.73649403,-73.99704374,537.0,Lexington Ave & E 24 St,40.74025878,-73.98409214,20367.0,Subscriber,1990.0,1.0,,,,,,,,,,,,,start,3234056,97.9011622314438,1121.2505692589248
1381,2015-06-04 19:51:00,2015-06-04 20:14:00,345.0,W 13 St & 6 Ave,40.73649403,-73.99704374,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,16843.0,Subscriber,1951.0,1.0,,,,,,,,,,,,,start,3234056,97.9011622314438,536.848351502043
897,2015-06-04 20:31:00,2015-06-04 20:46:00,515.0,W 43 St & 10 Ave,40.76009437,-73.99461843,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,15001.0,Subscriber,1985.0,1.0,,,,,,,,,,,,,end,3234071,250.50750622664947,62.80594648492109
899,2015-06-04 20:31:00,2015-06-04 20:46:00,515.0,W 43 St & 10 Ave,40.76009437,-73.99461843,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,19468.0,Subscriber,1987.0,2.0,,,,,,,,,,,,,end,3234071,250.50750622664947,62.80594648492109
1941,2015-06-04 20:44:00,2015-06-04 21:16:00,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,18769.0,Subscriber,1979.0,1.0,,,,,,,,,,,,,end,3234071,3502.663973923204,62.80594648492109
346,2015-06-04 20:44:00,2015-06-04 20:49:00,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,484.0,W 44 St & 5 Ave,40.75500254,-73.98014437,16550.0,Subscriber,1979.0,1.0,,,,,,,,,,,,,start,3234071,62.80594648492109,1104.9598320068565
1104,2015-06-05 15:55:00,2015-06-05 16:14:00,72.0,W 52 St & 11 Ave,40.76727216,-73.99392888,238.0,Bank St & Washington St,40.7361967,-74.00859207,17986.0,Subscriber,1974.0,1.0,,,,,,,,,,,,,start,3234112,23.544250739619578,3661.001709052562
1266,2015-06-05 16:14:00,2015-06-05 16:35:00,325.0,E 19 St & 3 Ave,40.73624527,-73.98473765,72.0,W 52 St & 11 Ave,40.76727216,-73.99392888,15927.0,Subscriber,1959.0,1.0,,,,,,,,,,,,,end,3234112,3516.868164456919,23.544250739619578
1461,2015-06-08 11:05:00,2015-06-08 11:29:00,444.0,Broadway & W 24 St,40.7423543,-73.98915076,317.0,E 6 St & Avenue B,40.72453734,-73.98185424,19807.0,Subscriber,1957.0,1.0,,,,,,,,,,,,,start,3235751,96.41985608461916,2000.3167341321023
887,2015-06-08 11:16:00,2015-06-08 11:30:00,368.0,Carmine St & 6 Ave,40.73038599,-74.00214988,444.0,Broadway & W 24 St,40.7423543,-73.98915076,19068.0,Subscriber,1962.0,2.0,,,,,,,,,,,,,end,3235751,1631.9711590058148,96.41985608461916
244,2015-06-08 11:25:00,2015-06-08 11:29:00,444.0,Broadway & W 24 St,40.7423543,-73.98915076,476.0,E 31 St & 3 Ave,40.74394314,-73.97966069,18531.0,Subscriber,1989.0,1.0,,,,,,,,,,,,,start,3235751,96.41985608461916,876.6137152989245
554,2015-06-08 11:29:00,2015-06-08 11:39:00,444.0,Broadway & W 24 St,40.7423543,-73.98915076,404.0,9 Ave & W 14 St,40.7405826,-74.00550867,15220.0,Subscriber,1982.0,1.0,,,,,,,,,,,,,start,3235751,96.41985608461916,1346.7272423121794
1289,2015-06-10 11:08:00,2015-06-10 11:29:00,497.0,E 17 St & Broadway,40.73704984,-73.99009296,440.0,E 45 St & 3 Ave,40.75255434,-73.97282625,18861.0,Customer,,0.0,,,,,,,,,,,,,end,3237180,2333.934280105127,87.29361777009132
428,2015-06-10 11:24:00,2015-06-10 11:31:00,546.0,E 30 St & Park Ave S,40.74444921,-73.98303529,440.0,E 45 St & 3 Ave,40.75255434,-73.97282625,19165.0,Subscriber,1964.0,1.0,,,,,,,,,,,,,end,3237180,1321.8247375965884,87.29361777009132
430,2015-06-10 13:37:00,2015-06-10 13:44:00,218.0,Gallatin Pl & Livingston St,40.69028437,-73.98707105,271.0,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,18623.0,Subscriber,1970.0,1.0,,,,,,,,,,,,,end,3238161,971.5187993001894,47.269319156435074
377,2015-06-10 13:45:00,2015-06-10 13:51:00,390.0,Duffield St & Willoughby St,40.69221589,-73.9842844,271.0,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,17496.0,Subscriber,1954.0,1.0,,,,,,,,,,,,,end,3238161,972.9624176971711,47.269319156435074
415,2015-06-11 21:53:00,2015-06-11 22:00:00,462.0,W 22 St & 10 Ave,40.74691959,-74.00451887,284.0,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,14800.0,Subscriber,1976.0,1.0,,,,,,,,,,,,,end,3238461,814.6201121811106,82.24645618403426
386,2015-06-17 15:42:00,2015-06-17 15:49:00,503.0,E 20 St & Park Ave,40.73827428,-73.98751968,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,15038.0,Subscriber,1974.0,1.0,,,,,,,,,,,,,end,3241607,1076.242027347416,48.97678046457849
736,2015-06-17 15:51:00,2015-06-17 16:04:00,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,356.0,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,15038.0,Subscriber,1953.0,2.0,,,,,,,,,,,,,start,3241607,48.97678046457849,1440.014722059062
