tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender,crash_match_type,matched_crash_id,dist_to_crash_start_m,dist_to_crash_end_m
2902,2016-05-25 17:50:51,2016-05-25 18:39:13,3128.0,21 St & 43 Ave,40.75052534,-73.94594845,348.0,W Broadway & Spring St,40.72490985,-74.00154702,19253.0,Subscriber,1989.0,1.0,,,,,,,,,,,,,end,3452809,5531.454641373768,51.940050208042805
865,2016-05-26 17:02:25,2016-05-26 17:16:51,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,499.0,Broadway & W 60 St,40.76915505,-73.98191841,16694.0,Customer,,0.0,,,,,,,,,,,,,start,3448392,44.17971141533067,1304.902483659342
810,2016-05-26 17:02:31,2016-05-26 17:16:01,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,153.0,E 40 St & 5 Ave,40.752062307,-73.9816324043,18347.0,Subscriber,1983.0,1.0,,,,,,,,,,,,,start,3448392,44.17971141533067,2579.2937545529803
819,2016-05-26 17:03:11,2016-05-26 17:16:51,3137.0,5 Ave & E 73 St,40.77282817,-73.96685276,499.0,Broadway & W 60 St,40.76915505,-73.98191841,16834.0,Customer,,0.0,,,,,,,,,,,,,start,3448392,44.17971141533067,1304.902483659342
714,2016-05-29 09:42:39,2016-05-29 09:54:34,360.0,William St & Pine St,40.70717936,-74.00887308,412.0,Forsyth St & Canal St,40.7158155,-73.99422366,25069.0,Subscriber,1969.0,1.0,,,,,,,,,,,,,end,4022442,1546.9191572912193,22.14845824220438
1328,2016-05-29 15:27:08,2016-05-29 15:49:17,323.0,Lawrence St & Willoughby St,40.69236178,-73.98631746,387.0,Centre St & Chambers St,40.71273266,-74.0046073,16011.0,Subscriber,1992.0,2.0,,,,,,,,,,,,,start,3495915,19.141056345537706,2757.4655945357013
1315,2016-05-29 15:27:15,2016-05-29 15:49:11,323.0,Lawrence St & Willoughby St,40.69236178,-73.98631746,387.0,Centre St & Chambers St,40.71273266,-74.0046073,19553.0,Customer,,0.0,,,,,,,,,,,,,start,3495915,19.141056345537706,2757.4655945357013
1020,2016-05-30 19:13:13,2016-05-30 19:30:13,382.0,University Pl & E 14 St,40.73492695,-73.99200509,497.0,E 17 St & Broadway,40.73704984,-73.99009296,25238.0,Customer,,0.0,,,,,,,,,,,,,end,3447928,207.1721166329441,79.69864079477192
677,2016-05-30 19:18:31,2016-05-30 19:29:48,285.0,Broadway & E 14 St,40.73454567,-73.99074142,497.0,E 17 St & Broadway,40.73704984,-73.99009296,14782.0,Customer,,0.0,,,,,,,,,,,,,end,3447928,219.53789135868118,79.69864079477192
639,2016-05-30 19:18:39,2016-05-30 19:29:18,285.0,Broadway & E 14 St,40.73454567,-73.99074142,497.0,E 17 St & Broadway,40.73704984,-73.99009296,15626.0,Customer,,0.0,,,,,,,,,,,,,end,3447928,219.53789135868118,79.69864079477192
1195,2016-05-30 19:30:32,2016-05-30 19:50:27,497.0,E 17 St & Broadway,40.73704984,-73.99009296,400.0,Pitt St & Stanton St,40.71926081,-73.98178024,20833.0,Subscriber,,0.0,,,,,,,,,,,,,start,3447928,79.69864079477192,2061.9985875545067
525,2016-05-30 19:30:39,2016-05-30 19:39:24,497.0,E 17 St & Broadway,40.73704984,-73.99009296,317.0,E 6 St & Avenue B,40.72453734,-73.98185424,16120.0,Subscriber,1990.0,1.0,,,,,,,,,,,,,start,3447928,79.69864079477192,1527.9608951443797
1090,2016-05-30 19:50:30,2016-05-30 20:08:41,471.0,Grand St & Havemeyer St,40.71286844,-73.95698119,416.0,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,16827.0,Subscriber,1983.0,1.0,,,,,,,,,,,,,end,3447343,3042.9503393281493,87.31456825305199
495,2016-05-30 20:01:34,2016-05-30 20:09:49,3147.0,E 85 St & 3 Ave,40.77801203,-73.95407149,3135.0,E 75 St & 3 Ave,40.77112927,-73.95772297,15706.0,Subscriber,1986.0,1.0,,,,,,,,,,,,,start,3452959,93.47786834936379,746.1500904476314
660,2016-06-01 15:48:56,2016-06-01 15:59:57,153.0,E 40 St & 5 Ave,40.752062307,-73.9816324043,490.0,8 Ave & W 33 St,40.751551,-73.993934,15045.0,Subscriber,,0.0,,,,,,,,,,,,,end,3452915,1040.1543935990014,3.898084097312375
625,2016-06-01 15:49:17,2016-06-01 15:59:43,514.0,12 Ave & W 40 St,40.76087502,-74.00277668,490.0,8 Ave & W 33 St,40.751551,-73.993934,23416.0,Subscriber,1956.0,1.0,,,,,,,,,,,,,end,3452915,1277.9333059012654,3.898084097312375
169,2016-06-01 15:58:09,2016-06-01 16:00:58,490.0,8 Ave & W 33 St,40.751551,-73.993934,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,22755.0,Subscriber,1979.0,1.0,,,,,,,,,,,,,start,3452915,3.898084097312375,539.1086710972717
688,2016-06-01 15:59:46,2016-06-01 16:11:15,513.0,W 56 St & 10 Ave,40.768254,-73.988639,490.0,8 Ave & W 33 St,40.751551,-73.993934,24013.0,Subscriber,1983.0,1.0,,,,,,,,,,,,,end,3452915,1913.7315476940576,3.898084097312375
952,2016-06-01 16:00:06,2016-06-01 16:15:59,3224.0,W 13 St & Hudson St,40.73997354103409,-74.00513872504234,490.0,8 Ave & W 33 St,40.751551,-73.993934,14909.0,Subscriber,1963.0,1.0,,,,,,,,,,,,,end,3452915,1592.434066915462,3.898084097312375
1063,2016-06-01 16:00:12,2016-06-01 16:17:55,490.0,8 Ave & W 33 St,40.751551,-73.993934,3166.0,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,18533.0,Subscriber,1996.0,1.0,,,,,,,,,,,,,start,3452915,3.898084097312375,3306.269948024158
702,2016-06-01 16:00:16,2016-06-01 16:11:59,490.0,8 Ave & W 33 St,40.751551,-73.993934,450.0,W 49 St & 8 Ave,40.76227205,-73.98788205,19057.0,Subscriber,1968.0,1.0,,,,,,,,,,,,,start,3452915,3.898084097312375,1300.3648445018423
632,2016-06-02 09:29:18,2016-06-02 09:39:50,3232.0,Bond St & Fulton St,40.68962188790333,-73.98304268717766,366.0,Clinton Ave & Myrtle Ave,40.693261,-73.968896,23829.0,Subscriber,1975.0,2.0,,,,,,,,,,,,,end,3454618,1179.5124716205971,80.91012836150965
265,2016-06-03 18:40:37,2016-06-03 18:45:02,533.0,Broadway & W 39 St,40.75299641,-73.98721619,488.0,W 39 St & 9 Ave,40.75645824,-73.99372222,22862.0,Subscriber,1972.0,1.0,,,,,,,,,,,,,end,3455675,706.55978624123,77.4331818960377
745,2016-06-03 21:17:40,2016-06-03 21:30:05,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,457.0,Broadway & W 58 St,40.76695317,-73.98169333,25360.0,Subscriber,1972.0,1.0,,,,,,,,,,,,,start,3455669,46.01995840520721,3025.122254017951
455,2016-06-03 21:29:09,2016-06-03 21:36:45,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,25120.0,Subscriber,1988.0,1.0,,,,,,,,,,,,,start,3455669,46.01995840520721,1401.7859268639027
464,2016-06-04 14:51:43,2016-06-04 14:59:28,2017.0,E 43 St & 2 Ave,40.75022392,-73.97121414,153.0,E 40 St & 5 Ave,40.752062307,-73.9816324043,15068.0,Subscriber,1983.0,1.0,,,,,,,,,,,,,start,3459007,94.59664958074023,832.1048284365896
1621,2016-06-04 14:59:24,2016-06-04 15:26:26,2017.0,E 43 St & 2 Ave,40.75022392,-73.97121414,302.0,Avenue D & E 3 St,40.72082834,-73.97793172,16033.0,Customer,,0.0,,,,,,,,,,,,,start,3459007,94.59664958074023,3260.1771954705027
1610,2016-06-04 14:59:38,2016-06-04 15:26:28,2017.0,E 43 St & 2 Ave,40.75022392,-73.97121414,302.0,Avenue D & E 3 St,40.72082834,-73.97793172,16652.0,Customer,,0.0,,,,,,,,,,,,,start,3459007,94.59664958074023,3260.1771954705027
779,2016-06-05 19:20:27,2016-06-05 19:33:26,369.0,Washington Pl & 6 Ave,40.73224119,-74.00026394,2010.0,Grand St & Greene St,40.72165481,-74.00234737,18466.0,Subscriber,1995.0,1.0,,,,,,,,,,,,,start,3455659,37.11948981311547,1225.446131530036
1839,2016-06-06 15:59:35,2016-06-06 16:30:14,518.0,E 39 St & 2 Ave,40.74780373,-73.9734419,526.0,E 33 St & 5 Ave,40.74765947,-73.98490707,20986.0,Customer,,0.0,,,,,,,,,,,,,end,3456751,946.0508505436027,78.70929804457273
447,2016-06-06 16:23:12,2016-06-06 16:30:40,3233.0,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,526.0,E 33 St & 5 Ave,40.74765947,-73.98490707,17203.0,Subscriber,1979.0,1.0,,,,,,,,,,,,,end,3456751,1135.2745487027885,78.70929804457273
418,2016-06-06 16:30:19,2016-06-06 16:37:17,526.0,E 33 St & 5 Ave,40.74765947,-73.98490707,497.0,E 17 St & Broadway,40.73704984,-73.99009296,19384.0,Subscriber,1970.0,2.0,,,,,,,,,,,,,start,3456751,78.70929804457273,1336.5345310907446
304,2016-06-06 16:30:27,2016-06-06 16:35:31,526.0,E 33 St & 5 Ave,40.74765947,-73.98490707,537.0,Lexington Ave & E 24 St,40.74025878,-73.98409214,17174.0,Subscriber,1961.0,1.0,,,,,,,,,,,,,start,3456751,78.70929804457273,899.8200428178579
641,2016-06-07 08:19:13,2016-06-07 08:29:55,394.0,E 9 St & Avenue C,40.72521311,-73.97768752,518.0,E 39 St & 2 Ave,40.74780373,-73.9734419,17802.0,Subscriber,1986.0,1.0,,,,,,,,,,,,,start,3511728,74.75103131476774,2462.5820804457935
853,2016-06-07 08:30:15,2016-06-07 08:44:28,394.0,E 9 St & Avenue C,40.72521311,-73.97768752,402.0,Broadway & E 22 St,40.7403432,-73.98955109,17040.0,Subscriber,1982.0,2.0,,,,,,,,,,,,,start,3511728,74.75103131476774,1900.5481611099583
623,2016-06-07 16:34:44,2016-06-07 16:45:07,475.0,E 16 St & Irving Pl,40.73524276,-73.98758561,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,19279.0,Subscriber,1975.0,2.0,,,,,,,,,,,,,start,3458263,32.26676037573634,1542.874241416585
251,2016-06-07 16:44:05,2016-06-07 16:48:17,504.0,1 Ave & E 15 St,40.73221853,-73.98165557,475.0,E 16 St & Irving Pl,40.73524276,-73.98758561,17088.0,Subscriber,1972.0,1.0,,,,,,,,,,,,,end,3458263,624.3708429488744,32.26676037573634
1968,2016-06-07 18:59:55,2016-06-07 19:32:43,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,20285.0,Subscriber,1961.0,1.0,,,,,,,,,,,,,end,3458981,3884.203514930355,85.8767486271975
771,2016-06-07 19:00:25,2016-06-07 19:13:16,348.0,W Broadway & Spring St,40.72490985,-74.00154702,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,21096.0,Subscriber,1989.0,1.0,,,,,,,,,,,,,end,3458981,1502.8028723807454,85.8767486271975
355,2016-06-07 19:00:51,2016-06-07 19:06:46,301.0,E 2 St & Avenue B,40.72217444,-73.98368779,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,18500.0,Subscriber,1978.0,1.0,,,,,,,,,,,,,end,3458981,737.3826893814,85.8767486271975
360,2016-06-08 15:38:26,2016-06-08 15:44:26,324.0,DeKalb Ave & Hudson Ave,40.689888,-73.981013,419.0,Carlton Ave & Park Ave,40.69580705,-73.97355569,18669.0,Subscriber,1963.0,1.0,,,,,,,,,,,,,start,3458658,39.650438708530906,934.5667122072269
164,2016-06-10 00:00:19,2016-06-10 00:03:03,3082.0,Hope St & Union Ave,40.71167351,-73.95141312,3081.0,Graham Ave & Grand St,40.711863,-73.944024,25177.0,Subscriber,1983.0,1.0,,,,,,,,,,,,,start,3462960,83.26671307871712,607.0199237832587
240,2016-06-10 00:00:42,2016-06-10 00:04:43,3073.0,Division Ave & Hooper St,40.70691254,-73.95441667,3082.0,Hope St & Union Ave,40.71167351,-73.95141312,17792.0,Subscriber,1968.0,1.0,,,,,,,,,,,,,end,3462960,528.3798326722202,83.26671307871712
1291,2016-06-10 14:09:15,2016-06-10 14:30:47,174.0,E 25 St & 1 Ave,40.7381765,-73.97738662,279.0,Peck Slip & Front St,40.707873,-74.00167,22140.0,Subscriber,1979.0,2.0,,,,,,,,,,,,,start,4022547,71.48246153709839,4011.1626863482893
557,2016-06-10 14:20:15,2016-06-10 14:29:32,2012.0,E 27 St & 1 Ave,40.739445,-73.976806,379.0,W 31 St & 7 Ave,40.749156,-73.9916,18189.0,Subscriber,1975.0,1.0,,,,,,,,,,,,,start,4022547,78.08586731955995,1675.390028681074
4202,2016-06-11 18:42:28,2016-06-11 19:52:30,426.0,West St & Chambers St,40.71754834,-74.01322069,426.0,West St & Chambers St,40.71754834,-74.01322069,25317.0,Customer,,0.0,,,,,,,,,,,,,both,3461814,48.515950590722554,48.515950590722554
623,2016-06-11 19:51:47,2016-06-11 20:02:10,225.0,W 14 St & The High Line,40.74195138,-74.00803013,426.0,West St & Chambers St,40.71754834,-74.01322069,16833.0,Subscriber,1989.0,2.0,,,,,,,,,,,,,end,3461814,2784.1945230380966,48.515950590722554
391,2016-06-11 19:52:27,2016-06-11 19:58:59,426.0,West St & Chambers St,40.71754834,-74.01322069,426.0,West St & Chambers St,40.71754834,-74.01322069,24941.0,Subscriber,1980.0,1.0,,,,,,,,,,,,,both,3461814,48.515950590722554,48.515950590722554
496,2016-06-13 19:44:13,2016-06-13 19:52:30,537.0,Lexington Ave & E 24 St,40.74025878,-73.98409214,432.0,E 7 St & Avenue A,40.72621788,-73.98379855,16386.0,Subscriber,1987.0,1.0,,,,,,,,,,,,,end,4023339,1644.4772707617471,84.2661248803289
509,2016-06-13 19:44:30,2016-06-13 19:52:59,402.0,Broadway & E 22 St,40.7403432,-73.98955109,432.0,E 7 St & Avenue A,40.72621788,-73.98379855,17253.0,Subscriber,1989.0,1.0,,,,,,,,,,,,,end,4023339,1719.6157457500772,84.2661248803289
919,2016-06-13 19:44:38,2016-06-13 19:59:57,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,432.0,E 7 St & Avenue A,40.72621788,-73.98379855,17067.0,Subscriber,1976.0,1.0,,,,,,,,,,,,,end,4023339,2677.571181897947,84.2661248803289
1405,2016-06-13 19:45:18,2016-06-13 20:08:44,432.0,E 7 St & Avenue A,40.72621788,-73.98379855,3074.0,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,23498.0,Subscriber,1987.0,1.0,,,,,,,,,,,,,start,4023339,84.2661248803289,4188.059021879061
650,2016-06-14 18:59:51,2016-06-14 19:10:41,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,21026.0,Subscriber,1996.0,2.0,,,,,,,,,,,,,end,4023213,1337.4270012867369,69.10973616041687
420,2016-06-14 19:09:00,2016-06-14 19:16:00,432.0,E 7 St & Avenue A,40.72621788,-73.98379855,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,16420.0,Subscriber,1994.0,1.0,,,,,,,,,,,,,end,4023213,737.0960481515688,69.10973616041687
504,2016-06-14 19:09:23,2016-06-14 19:17:48,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,254.0,W 11 St & 6 Ave,40.73532427,-73.99800419,21275.0,Subscriber,1982.0,1.0,,,,,,,,,,,,,start,4023213,69.10973616041687,909.727816653121
573,2016-06-14 19:09:31,2016-06-14 19:19:05,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,254.0,W 11 St & 6 Ave,40.73532427,-73.99800419,17665.0,Subscriber,1979.0,2.0,,,,,,,,,,,,,start,4023213,69.10973616041687,909.727816653121
964,2016-06-14 19:09:33,2016-06-14 19:25:37,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,350.0,Clinton St & Grand St,40.71559509,-73.9870295,19536.0,Subscriber,1983.0,1.0,,,,,,,,,,,,,start,4023213,69.10973616041687,1822.6337667426674
2013,2016-06-14 19:09:54,2016-06-14 19:43:27,3166.0,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,24957.0,Subscriber,1993.0,2.0,,,,,,,,,,,,,end,4023213,5409.854212280481,69.10973616041687
328,2016-06-14 19:10:53,2016-06-14 19:16:21,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,433.0,E 13 St & Avenue A,40.72955361,-73.98057249,15242.0,Subscriber,1981.0,1.0,,,,,,,,,,,,,start,4023213,69.10973616041687,693.2455528741327
553,2016-06-15 13:50:39,2016-06-15 13:59:53,128.0,MacDougal St & Prince St,40.72710258,-74.00297088,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,25573.0,Subscriber,1951.0,1.0,,,,,,,,,,,,,end,3461866,1869.0651152795308,90.37592497836854
126,2016-06-15 13:59:43,2016-06-15 14:01:49,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,20155.0,Subscriber,1961.0,1.0,,,,,,,,,,,,,end,3461866,334.2783033225925,90.37592497836854
524,2016-06-15 14:00:52,2016-06-15 14:09:37,346.0,Bank St & Hudson St,40.73652889,-74.00618026,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,16414.0,Subscriber,1970.0,1.0,,,,,,,,,,,,,end,3461866,1256.772470480722,90.37592497836854
347,2016-06-15 22:14:42,2016-06-15 22:20:30,325.0,E 19 St & 3 Ave,40.73624527,-73.98473765,254.0,W 11 St & 6 Ave,40.73532427,-73.99800419,20619.0,Subscriber,1986.0,2.0,,,,,,,,,,,,,end,3461827,1189.7632069787305,85.56369532692766
269,2016-06-16 19:26:27,2016-06-16 19:30:56,3107.0,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,3096.0,Union Ave & N 12 St,40.71924,-73.95242,16568.0,Subscriber,1980.0,2.0,,,,,,,,,,,,,start,3462998,57.09859985965901,476.3524711974659
1423,2016-06-16 22:11:24,2016-06-16 22:35:08,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,3175.0,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,22459.0,Subscriber,1967.0,1.0,,,,,,,,,,,,,start,3462588,12.182083316302784,3194.205715388504
1250,2016-06-16 22:14:17,2016-06-16 22:35:08,3175.0,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,498.0,Broadway & W 32 St,40.74854862,-73.98808416,17831.0,Subscriber,,0.0,,,,,,,,,,,,,end,3462588,3194.205715388504,60.4934728907427
947,2016-06-17 15:43:22,2016-06-17 15:59:09,457.0,Broadway & W 58 St,40.76695317,-73.98169333,444.0,Broadway & W 24 St,40.7423543,-73.98915076,23336.0,Subscriber,1993.0,1.0,,,,,,,,,,,,,end,3463581,2902.0968663407843,96.77799765592388
959,2016-06-17 15:59:41,2016-06-17 16:15:40,444.0,Broadway & W 24 St,40.7423543,-73.98915076,2010.0,Grand St & Greene St,40.72165481,-74.00234737,20363.0,Subscriber,1983.0,1.0,,,,,,,,,,,,,start,3463581,96.77799765592388,2459.651127244389
738,2016-06-17 16:00:05,2016-06-17 16:12:23,477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,444.0,Broadway & W 24 St,40.7423543,-73.98915076,20833.0,Subscriber,1985.0,1.0,,,,,,,,,,,,,end,3463581,1652.6173769035988,96.77799765592388
738,2016-06-17 16:00:48,2016-06-17 16:13:07,444.0,Broadway & W 24 St,40.7423543,-73.98915076,488.0,W 39 St & 9 Ave,40.75645824,-73.99372222,22944.0,Subscriber,1967.0,1.0,,,,,,,,,,,,,start,3463581,96.77799765592388,1694.3752308657022
497,2016-06-17 16:06:38,2016-06-17 16:14:55,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,492.0,W 33 St & 7 Ave,40.75019995,-73.99093085,25448.0,Subscriber,1992.0,1.0,,,,,,,,,,,,,start,3463983,97.91163718600274,1213.4502443563642
236,2016-06-17 16:14:56,2016-06-17 16:18:53,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,18219.0,Subscriber,1970.0,1.0,,,,,,,,,,,,,start,3463983,97.91163718600274,936.909320387091
1936,2016-06-17 16:15:20,2016-06-17 16:47:37,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,426.0,West St & Chambers St,40.71754834,-74.01322069,18254.0,Subscriber,1969.0,1.0,,,,,,,,,,,,,start,3463983,97.91163718600274,5301.0953139234225
857,2016-06-20 08:05:16,2016-06-20 08:19:33,120.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168,467.0,Dean St & 4 Ave,40.68312489,-73.97895137,22444.0,Subscriber,1985.0,2.0,,,,,,,,,,,,,end,3465178,1779.2840419417914,90.29438082421885
1432,2016-06-20 08:20:35,2016-06-20 08:44:27,467.0,Dean St & 4 Ave,40.68312489,-73.97895137,320.0,Leonard St & Church St,40.717571,-74.005549,22444.0,Subscriber,1987.0,1.0,,,,,,,,,,,,,start,3465178,90.29438082421885,4472.046243726781
372,2016-06-20 11:09:11,2016-06-20 11:15:24,161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,377.0,6 Ave & Canal St,40.72243797,-74.00566443,25452.0,Subscriber,1982.0,1.0,,,,,,,,,,,,,end,3465514,1012.9768189324047,30.012183245882735
1417,2016-06-21 18:16:05,2016-06-21 18:39:42,478.0,11 Ave & W 41 St,40.76030096,-73.99884222,444.0,Broadway & W 24 St,40.7423543,-73.98915076,23504.0,Subscriber,1968.0,1.0,,,,,,,,,,,,,start,3465564,17.1585244677289,2139.22674063125
307,2016-06-21 18:39:59,2016-06-21 18:45:07,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,478.0,11 Ave & W 41 St,40.76030096,-73.99884222,18039.0,Subscriber,1988.0,1.0,,,,,,,,,,,,,end,3465564,635.4838686508186,17.1585244677289
1138,2016-06-21 18:40:50,2016-06-21 18:59:49,478.0,11 Ave & W 41 St,40.76030096,-73.99884222,3178.0,Riverside Dr & W 78 St,40.78414472,-73.98362492,16467.0,Subscriber,1981.0,1.0,,,,,,,,,,,,,start,3465564,17.1585244677289,2958.330569379266
864,2016-06-22 07:59:43,2016-06-22 08:14:08,3230.0,Penn Station Valet,40.751283596962296,-73.99692445993422,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,22530.0,Subscriber,1956.0,2.0,,,,,,,,,,,,,end,3466512,1604.2262117873522,97.40053428158473
598,2016-06-22 08:00:22,2016-06-22 08:10:20,153.0,E 40 St & 5 Ave,40.752062307,-73.9816324043,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,16775.0,Subscriber,1978.0,1.0,,,,,,,,,,,,,end,3466512,1253.7553412225298,97.40053428158473
1500,2016-06-22 18:45:37,2016-06-22 19:10:37,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,356.0,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,19994.0,Subscriber,1985.0,1.0,,,,,,,,,,,,,start,3466470,27.2183073828272,3135.598149244861
790,2016-06-22 18:55:51,2016-06-22 19:09:02,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,433.0,E 13 St & Avenue A,40.72955361,-73.98057249,23426.0,Subscriber,1992.0,2.0,,,,,,,,,,,,,start,3466470,27.2183073828272,1976.360439927273
387,2016-06-22 19:03:12,2016-06-22 19:09:40,537.0,Lexington Ave & E 24 St,40.74025878,-73.98409214,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,15401.0,Subscriber,1984.0,2.0,,,,,,,,,,,,,end,3466470,1110.9031963411621,27.2183073828272
153,2016-06-22 19:06:51,2016-06-22 19:09:25,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,22338.0,Subscriber,1985.0,1.0,,,,,,,,,,,,,end,3466470,247.30671940206943,27.2183073828272
1580,2016-06-22 19:08:33,2016-06-22 19:34:53,473.0,Rivington St & Chrystie St,40.72110063,-73.9919254,398.0,Atlantic Ave & Furman St,40.69165183,-73.9999786,25609.0,Subscriber,1988.0,2.0,,,,,,,,,,,,,start,3466440,74.51008372581602,3283.4979148454354
1490,2016-06-22 19:09:15,2016-06-22 19:34:05,473.0,Rivington St & Chrystie St,40.72110063,-73.9919254,398.0,Atlantic Ave & Furman St,40.69165183,-73.9999786,22759.0,Subscriber,1988.0,1.0,,,,,,,,,,,,,start,3466440,74.51008372581602,3283.4979148454354
887,2016-06-22 19:09:47,2016-06-22 19:24:35,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,328.0,Watts St & Greenwich St,40.72405549,-74.00965965,22338.0,Subscriber,1981.0,1.0,,,,,,,,,,,,,start,3466470,27.2183073828272,2283.973391989937
323,2016-06-22 20:24:41,2016-06-22 20:30:04,526.0,E 33 St & 5 Ave,40.74765947,-73.98490707,466.0,W 25 St & 6 Ave,40.74395411,-73.99144871,22631.0,Subscriber,1955.0,1.0,,,,,,,,,,,,,end,3467118,772.8452437205115,85.28854808769889
125,2016-06-23 09:58:20,2016-06-23 10:00:26,2004.0,6 Ave & Broome St,40.724399,-74.004704,2010.0,Grand St & Greene St,40.72165481,-74.00234737,18426.0,Subscriber,1996.0,1.0,,,,,,,,,,,,,end,4023669,373.5283321528588,12.13790553469416
435,2016-06-24 11:22:42,2016-06-24 11:29:58,474.0,5 Ave & E 29 St,40.7451677,-73.98683077,545.0,E 23 St & 1 Ave,40.736502,-73.97809472,25507.0,Subscriber,1989.0,1.0,,,,,,,,,,,,,end,3467131,1198.809696374848,82.93109100263486
1577,2016-06-26 16:42:31,2016-06-26 17:08:48,502.0,Henry St & Grand St,40.714215,-73.981346,313.0,Washington Ave & Park Ave,40.69610226,-73.96751037,14697.0,Subscriber,1981.0,1.0,,,,,,,,,,,,,end,3469073,2341.489603924592,14.152491526451815
2255,2016-06-27 13:52:59,2016-06-27 14:30:35,387.0,Centre St & Chambers St,40.71273266,-74.0046073,386.0,Centre St & Worth St,40.71494807,-74.00234482,23249.0,Customer,,0.0,,,,,,,,,,,,,end,3470248,343.4725086622851,91.83196500743692
1750,2016-06-27 14:01:30,2016-06-27 14:30:41,387.0,Centre St & Chambers St,40.71273266,-74.0046073,386.0,Centre St & Worth St,40.71494807,-74.00234482,25846.0,Customer,,0.0,,,,,,,,,,,,,end,3470248,343.4725086622851,91.83196500743692
822,2016-06-27 15:15:15,2016-06-27 15:28:57,3056.0,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,274.0,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,19089.0,Subscriber,1979.0,1.0,,,,,,,,,,,,,end,3470834,2086.824134100806,99.21762318556641
653,2016-06-27 19:49:01,2016-06-27 19:59:54,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,387.0,Centre St & Chambers St,40.71273266,-74.0046073,16416.0,Subscriber,1968.0,2.0,,,,,,,,,,,,,end,3470236,1151.105921756408,63.65794116032095
3597,2016-06-28 20:44:20,2016-06-28 21:44:17,402.0,Broadway & E 22 St,40.7403432,-73.98955109,432.0,E 7 St & Avenue A,40.72621788,-73.98379855,24796.0,Subscriber,1974.0,1.0,,,,,,,,,,,,,end,3470266,1719.6157457500772,84.2661248803289
